,0
108,27.79016103995284
109,9.754748221485112
110,8.033709140052654
111,14.105989758138545
112,12.800322469131979
113,14.7483701448255
114,15.727615921048406
115,19.844164832297285
116,19.881253550435417
117,6.581865723393259
118,9.744136818589217
119,12.019556682095457
120,17.354508256620115
121,7.677631166909964
122,20.579332972199634
123,11.510640973320248
124,12.029309485197896
125,7.1697427796223225
126,6.513363003410405
127,13.992222614887057
128,10.956281412040402
129,14.032799938773211
130,11.56384432066256
131,11.76456494768786
132,8.835020833638707
133,15.38600171846536
134,17.730092003278894
135,15.47814491218077
136,13.42451715373515
137,12.238611761052827
138,22.931384068399357
139,21.202801380898766
140,2.8130300631158853
141,4.064791215894842
142,5.850366821262214
143,5.24129653715033
144,4.14205298637532
145,11.683664327732552
146,9.738150134844652
147,6.863424507203131
148,10.880847632289543
149,9.961472208486494
150,9.236652758010035
151,12.9148917263148
152,7.5142311575382585
153,3.931964153141398
154,4.578073735005972
155,6.381870734174282
156,7.169568275247905
157,2.9774994795337193
158,13.803748742225714
159,9.244050883342263
160,13.581057287594893
161,14.891591042392088
162,9.166292520456155
163,11.237245349142027
164,5.287321132902211
165,12.432783170582079
166,8.611692553499038
167,13.148283318784753
168,14.818582901272594
169,23.62504636867727
170,5.543007631066812
171,6.554604492283764
172,5.511430322042837
173,2.820528807470147
174,4.216168816333149
175,5.0692933326849
176,5.686574683362374
177,5.873674697810203
178,6.011159207833509
179,7.780347952458395
180,6.486322193973556
181,7.858603127378889
182,8.336907682736218
183,6.405043456194859
184,6.561317399279572
185,11.147983443537601
186,8.064513302219568
187,16.149996915940726
188,8.299049029329431
189,7.241893066306314
190,11.165429908413044
191,10.31771321383603
192,15.55342352834099
193,16.771957600433826
194,9.361944222166004
195,9.891779473051532
196,9.669360128971244
197,12.797850615316674
198,14.465763496503497
199,2.847204198703821
200,7.094289827070864
201,6.851904866391796
202,6.6874808691148155
203,6.81908741676195
204,5.3570358570579915
205,7.9693120552078565
206,12.128407063899044
207,9.247977452143845
208,11.240131392659825
209,10.319785415176305
210,7.034270747281796
211,5.983988125372817
212,7.402452524756334
213,5.769490506224044
214,11.324781899207425
215,16.73791293320764
216,16.410835828247617
217,16.769890501732274
218,11.609101828429546
219,19.217492251940218
220,13.778930678611326
221,5.476989523086467
222,6.675689125541032
223,11.583038269219088
224,13.89673057074566
225,3.94396053882319
226,2.5003897379987894
227,7.136959858249658
228,11.514060515648845
229,15.78464776240718
230,14.315673914073264
231,11.478686054608234
232,4.8694180355747925
233,4.365351389672491
234,7.470677196596089
235,5.141178783611042
236,4.58673137666568
237,3.9392687761045293
238,4.096185074800676
239,4.164234645673469
240,5.68420051585171
241,4.906663062936219
242,5.840630073990443
243,4.90710023796352
244,2.73927287166444
245,3.6753183081804623
246,4.851566119984753
247,3.832439003921138
248,1.7882720064510915
249,3.3638125771236185
250,1.102448496560867
251,1.2321944560116902
252,0.9340575149072454
253,0.4682541087523314
254,0.7187611493213899
255,1.3684047121839755
256,1.9039013951456822
257,5.032431538621636
258,14.042852610105193
259,11.001719286828548
260,10.581350884581354
261,2.962760013935945
262,3.4913378109831106
263,5.526438806143051
264,2.5904740628450833
265,7.477010223783433
266,8.244554489021903
267,7.906331377195309
268,5.143354949026363
269,6.5895392298154505
270,5.145424830295787
271,1.0925025815286302
272,0.852368219767267
273,1.221658070358413
274,1.6728078617059425
275,1.6236565426338003
276,1.709500501910931
277,4.470886962665025
278,11.948237409864877
279,8.373837744800577
280,8.03320021886527
281,6.765669170878424
282,6.157616221370978
283,6.850688368034327
284,4.5618623248190735
285,6.127515307490937
286,5.269147965958717
287,8.72094795498926
288,8.933143326869827
289,11.733776329192741
290,8.691656177741217
291,2.96850593316828
292,1.0904276040696201
293,2.923303014450882
294,6.390106249174233
295,15.009057234791293
296,10.80462242730466
297,5.5818710577227835
298,4.6778271177541875
299,3.7500100631535025
300,4.4240639780387925
301,7.553364820845345
302,3.406162548179216
303,1.8440483695000396
304,3.1067063946384614
305,7.488537280583602
306,5.7004592609183495
307,2.603878432351995
308,4.546754957791265
309,2.517003193982756
310,4.6731133044833095
311,3.879622373729573
312,5.242160145012132
313,9.213401419024452
314,6.332172899576581
315,3.8042207618831725
316,6.029768982776011
317,5.460244249127032
318,1.9060045488685375
319,7.682586091751257
320,2.661078981691693
321,0.7866239065281456
322,0.4417339557437234
323,1.2770890585588444
324,0.8131219726892299
325,1.444242263092373
326,4.071641621599837
327,1.5065625426373517
328,0.7018175717021082
329,0.8248392908142914
330,0.5247164273071319
331,0.6094931767652482
332,1.365282551587517
333,2.1788685245444617
334,2.8557912022337613
335,4.5061946383399825
336,10.420937946458094
337,1.9718871059839223
338,0.8064163420571867
339,0.6012467863194958
340,0.563873469699335
341,1.4849784186920754
342,0.7235244337283403
343,1.8048065559288828
344,2.66915700232218
345,0.5342349011613081
346,1.038419492430919
347,1.4015012333009573
348,0.5005653702831772
349,0.450138285881693
350,0.36069645051879706
351,0.531231702917942
352,0.6058867599558553
353,1.1011394870724598
354,0.44732849426877314
355,0.15269907373158514
356,0.25123250626215
357,0.3415891057874224
358,0.3745532942247416
359,0.3487256645582054
360,0.35481869808963673
361,0.7125739738413278
362,0.3971784046775884
363,1.3322085454766905
364,0.40814603839284924
365,0.4275782536327135
366,0.13753260653010668
367,0.4589398944460285
368,0.5317299535783484
369,0.38546071272884563
370,0.25665184024883914
371,0.3463930966724118
372,0.3083352845133058
373,1.32479176476308
374,1.7174717961731507
375,4.097758045447308
376,1.4322639303226044
377,1.0566105103302148
378,0.25954743631848326
379,0.21815785148602823
380,0.30282085074181164
381,0.15883402376554043
382,0.3460514162905423
383,0.24825312273373193
384,0.22314820866371604
385,0.17250972976741522
386,0.21612956539147563
387,0.2788450068750241
388,0.4528958016900095
389,0.3659715993645936
390,0.18026627053168806
391,0.31840340268800804
392,0.8031023964489704
393,0.26280295023478273
394,0.22712731251837578
395,0.28570194455656023
396,0.6494532273873418
397,1.0565531357606792
398,0.5414789712496533
399,0.38446857394897915
400,0.4596235368387194
401,1.8752060041423868
402,1.3672636739928428
403,1.0988869183912449
404,0.5097367839890852
405,0.31845513208859355
406,0.24469287941695844
407,0.25390824664353173
408,0.30284913982858475
409,0.17467031570898428
410,0.21823014105161817
411,0.21151505932766967
412,0.31372811322289035
413,0.4703370819038852
414,0.23322241191930995
415,0.3456797870759739
416,0.22125627657534014
417,0.2262010516027141
418,0.2011013271760378
419,0.15067373300802464
420,0.12456728458064292
421,0.216218266580704
422,3.5358660274712657
423,2.3395317117184806
424,2.789160134532862
425,8.254414252377392
426,6.015329368901425
427,6.411602652145745
428,5.295994950079169
429,1.9627011171421176
430,4.6482834975217795
431,4.169506932240192
432,3.8038405786015597
433,3.9543420929252733
434,2.479068912932364
435,3.035999567453123
436,5.574982105855655
437,0.5653776517065602
438,1.945592662611494
439,9.347487706113517
440,12.631374995301824
441,10.248714473100707
442,14.395120085089522
443,4.56343242321635
444,8.995872146994127
445,12.867856388086658
446,14.720960994031707
447,13.659452024818789
448,7.7646162585342315
449,2.3372920939759005
450,2.8708582848932824
451,2.3703458827879507
452,1.593564799705721
453,4.250912191642266
454,3.2651252492947336
455,2.035777993802933
456,4.172127850243945
457,5.013943093866689
458,16.047402739801633
459,14.31119933548025
460,2.929860018730797
461,18.63597083847371
462,8.920165427380153
463,7.272738024626115
464,10.357577960067955
465,15.735334419522841
466,16.005769813575103
467,11.15239950542027
468,10.079358011421617
469,9.636958541125631
470,9.672410793905238
471,9.773718191334284
472,9.01688959393041
473,3.6050082940484813
474,4.123336327968239
475,12.35725720811324
476,15.366481889606925
477,12.557081501414501
478,14.35035592777342
479,12.67864759802182
480,11.158878761611753
481,16.838952598599768
482,11.120192547422695
483,10.643774671457622
484,11.39102548626309
485,8.726018862753174
486,10.996589903068953
487,14.482573007546414
488,7.545762975963664
489,11.417340889358432
490,1.9622840645891855
491,2.717670941989323
492,2.1116774939848346
493,2.4092717608991068
494,3.6756525795381556
495,5.57480495475972
496,7.055541125799094
497,5.367058658371923
498,15.446711040575174
499,6.923873626847639
500,5.39964248968699
501,8.712092546282756
502,9.744882732631707
503,6.256154679600258
504,6.632987694713555
505,1.741878654889257
506,2.7682200507046595
507,2.236235145027339
508,1.2691272982212722
509,3.0278944645021264
510,4.933757514203967
511,3.75251550536815
512,12.548076660408137
513,1.5266065752846252
514,0.6796694530082248
515,7.761164345510794
516,3.2738672800924755
517,2.958380162779342
518,4.837872878070769
519,2.1533028102046465
520,1.4402059572115609
521,3.497047409164228
522,5.799548959054364
523,12.5140737398036
524,3.0990326718451877
525,2.0942004072328912
526,2.184571805453606
527,0.7626544454571744
528,0.0
529,0.1265736590141494
530,0.5003928907403058
531,1.573425147267121
532,0.5559324436968198
533,3.077251068556193
534,0.22819184662587866
535,0.15109518646825792
536,0.10543023952847569
537,0.45114100357357456
538,1.5241763481199189
539,1.3782259463488287
540,2.142597411884678
541,3.209431564113048
542,1.0535743418142576
543,1.962726400306824
544,5.28049585670378
545,21.62590416719018
546,21.465539796125746
547,20.85490596081564
548,28.14436743048216
549,17.947307636112047
550,7.425541461226031
551,4.470427971017847
552,5.361729990774091
553,2.8174562414621693
554,12.093440383464927
555,10.709874419818624
556,27.517859405110187
557,13.387024766366698
558,7.72382910817663
559,5.863923931115504
560,2.3823240309598797
561,3.7080501271872093
562,3.518079929977983
563,5.064252614398338
564,1.5349742083662392
565,1.4777209260978437
566,1.4756263083032692
567,2.2268603662828
568,2.4434565942236013
569,1.301392898894384
570,0.23592363738932642
571,0.6439753743365908
572,0.522579349018349
573,0.8813857425931678
574,0.361071886902013
575,0.3882392509494888
576,0.5464538162690163
577,1.8839669009458397
578,4.897582391978543
579,7.432000464793821
580,18.140725339828496
581,30.310727236357845
582,21.49344915572299
583,6.883999064647729
584,8.963692434839684
585,6.326914398244277
586,1.8490935073947325
587,2.54052005595271
588,2.1179970991889157
589,5.4635580626624405
590,26.551565198088756
591,18.873840168024714
592,18.992683650268408
593,33.77435604750988
594,34.46071100000577
595,42.86356326555828
596,26.016003634947065
597,12.152127872365861
598,34.50342255575153
599,31.163055986543124
600,18.360771758735726
601,6.314545343073294
602,15.511725467257303
603,20.508885457171097
604,34.59181040214198
605,36.914892907806234
606,23.533524966050663
607,18.426730421272275
608,20.38659824991741
609,31.465604764513703
610,29.326899215676974
611,35.41830018187107
612,26.885502458138614
613,19.538206654138694
614,30.444411941298082
615,20.011190020700415
616,15.146972120400624
617,39.511867024420795
618,28.87660773073687
619,17.86207762834512
620,25.94512833980655
621,38.92434680781142
622,48.66834228851661
623,16.207254822614967
624,27.584325649101206
625,33.35284232717159
626,16.206442709488392
627,22.89749798282428
628,19.04490967418357
629,23.984974912937954
630,6.558427004223151
631,5.441424742086785
632,2.629554545530026
633,9.550641588298495
634,11.065420555573704
635,9.231264211568998
636,19.748842210089904
637,21.397692549348232
638,30.21635920964221
639,29.930108622919935
640,18.26728311726477
641,12.92818222779743
642,19.7599760618034
643,24.03143381584454
644,13.651739209254723
645,10.234797826447783
646,5.445753291948944
647,9.949011464631308
648,3.63679931990087
649,7.535697291031206
650,6.297452096222512
651,12.951029563698599
652,20.98385466559553
653,9.494550258833263
654,17.226330121697018
655,23.907922261265103
656,13.629533554966825
657,12.044934306082851
658,14.28825061995564
659,5.291114360591949
660,4.200549851291157
661,1.7427246732761645
662,10.068573834602908
663,14.892316464680883
664,24.85556445351583
665,12.931350221461434
666,4.65522130099165
667,2.0192109647634107
668,16.103562744708036
669,5.893808473233968
670,14.33314837999497
671,25.919795880908207
672,17.78333202252424
673,18.48354696900479
674,6.962090195635413
675,5.06252309706696
676,1.8199197041603075
677,1.7113594551591491
678,3.7297672137078512
679,7.894966976895483
680,8.037722825771006
681,3.912923839214102
682,4.323079103435329
683,8.858469222141776
684,2.7967608542198032
685,4.736882917112689
686,2.7094030629598613
687,2.256399734847787
688,4.600974241572058
689,12.667679141952737
690,13.410450680558705
691,11.232499368543339
692,9.720759361038535
693,15.974591553803114
694,16.12450866980405
695,21.35181911165576
696,15.55816034950218
697,15.505823599905465
698,31.127547142142127
699,5.446112065025287
700,15.891768226915021
701,11.509903155078378
702,7.870480504601992
703,9.41890988589123
704,4.611044317485674
705,15.627647059292293
706,5.2104357242792085
707,6.01057302046107
708,3.594814088423643
709,10.46517159610168
710,20.704653183824504
711,6.053824359389972
712,3.760167936999304
713,8.941853997220711
714,15.220638901253364
715,10.268659630985907
716,5.1351602339544735
717,7.672006246386324
718,12.928748943624084
719,19.765817835537558
720,18.296785780829193
721,16.047362936921758
722,24.00967497662423
723,12.254822840330997
724,16.503497766853226
725,19.6867002817487
726,18.460560108318212
727,7.975560921347393
728,5.411475434701714
729,10.649136678337724
730,22.991446263354415
731,16.111736747504754
732,21.002189793724305
733,12.403122838734086
734,2.5711232712624827
735,2.9290315291325246
736,12.834159220103516
737,9.82424393347798
738,11.040497133142756
739,11.04527881060631
740,6.968342142216907
741,7.070916550009262
742,3.2243849740331543
743,11.084351776476476
744,9.253065263561528
745,8.231417881883157
746,4.145867528266475
747,1.5492748496930542
748,5.489548722508508
749,4.153872391904194
750,3.186536228491983
751,4.907303844096698
752,4.094012240360747
753,2.5024305216023386
754,1.8835520263070797
755,2.1047030377682567
756,2.3890813715904686
757,4.392941097126208
758,13.824470034449263
759,19.536511073356362
760,23.187273563935822
761,28.861726400360613
762,32.98055072571083
763,12.797996950025716
764,8.662863356574338
765,7.051207592714427
766,6.677585233389164
767,2.7755698997210914
768,1.0874759641804002
769,0.38493448633298993
770,15.2800348675761
771,5.417326917961899
772,6.5106168854682185
773,7.0165286775478615
774,2.8701991243780647
775,4.068900066109715
776,2.3259024288224204
777,5.078745882964927
778,3.6451437092262395
779,3.662567670108026
780,31.528669572161157
781,13.612248379971936
782,16.019215604875612
783,21.4490673811658
784,11.943719514117893
785,7.236730898019443
786,3.7504295304830686
787,3.075484286481112
788,20.936822417846255
789,25.20930476705726
790,17.55317626423757
791,27.52242789578784
792,10.773892744371492
793,0.4445959020229746
794,0.7721065193216609
795,6.9307076587728345
796,29.228147058563923
797,18.356495925488066
798,8.593201232165173
799,4.53885729797246
800,2.2523632792789456
801,1.7267983636602584
802,19.217235702380712
803,1.4154103751427551
804,4.693654293086268
805,4.53126586197586
806,10.824051849017055
807,6.807499752589801
808,4.283813065723382
809,8.753187398291997
810,13.17579313904252
811,13.890236562249049
812,5.364860044058474
813,16.057578308043674
814,15.714915873780518
815,12.386905859728811
816,8.309605696249234
817,19.818498882307242
818,7.1644699996418115
819,4.4421124886296806
820,5.128410976898082
821,4.335903300750814
822,2.240777216577418
823,1.8406661175943266
824,3.1614402041138323
825,2.8021174780053846
826,7.0524923240480275
827,7.495113361532383
828,1.832470122434102
829,1.2255177119162173
830,0.9117625640956787
831,2.820602345820527
832,3.7512109327957814
833,6.413487316368875
834,10.924455587668357
835,6.585049029211823
836,4.3512228895184775
837,4.032066348367962
838,1.267288972698608
839,0.2036794105966395
840,0.9691186204067547
841,1.4928095680864457
842,5.7428577478993885
843,2.0086001873561257
844,4.140408168157978
845,1.6259912532554226
846,1.738959221171387
847,0.9916533803692403
848,2.7331286956962826
849,3.756021403958756
850,2.9791254344389886
851,1.72591921555681
852,1.710273397382137
853,2.029140683451649
854,1.810266516339717
855,0.38671756820084435
856,2.251502245510131
857,2.6636259713612684
858,1.1759803343376425
859,1.9415867775822704
860,3.084762385093925
861,3.44367543839145
862,3.4860496636534837
863,3.095865176944848
864,9.85304421335536
865,2.8533093867265658
866,0.6305390707995169
867,0.2694046847314783
868,1.0947908587461392
869,2.177920251246272
870,0.5936139696392224
871,0.448440612227705
872,2.564243905733787
873,1.6555784122525565
874,5.478279657899834
875,12.769296689544976
876,15.828490582816139
877,5.752662765523917
878,3.355143767567042
879,1.8564342160792868
880,2.451514258993881
881,1.6987676724873055
882,0.36155029046644555
883,3.3416376703481276
884,2.203415807092161
885,1.2133031991622438
886,2.3443767993431415
887,2.372246488330507
888,3.845477953109728
889,3.4298409486890478
890,1.916466375013993
891,1.5770613275966587
892,3.475543519117899
893,4.2445866634845215
894,2.461670809615029
895,1.4916084338777968
896,1.3095637515917185
897,2.6524716594108346
898,5.260866711212822
899,2.5429338206206102
900,5.159259895658417
901,1.9004546494921117
902,10.474733534872597
903,6.852790334149923
904,5.644267920827734
905,3.6741563912904223
906,1.0700131486446829
907,1.1838164343790107
908,1.7785518590829414
909,3.173532265982124
910,1.9870532762586124
911,1.3303010242468676
912,1.964076566817789
913,2.1845143986395295
914,3.2203158148352964
915,2.979860929291573
916,3.6843661759127295
917,1.6518361285556658
918,2.8895622930813074
919,1.353335481471858
920,0.43887887067878895
921,1.4750618000774531
922,3.219623932792456
923,24.216524859603926
924,29.011247461486473
925,18.14505245324651
926,10.938353583615076
927,10.939491820498999
928,9.208709175318196
929,18.26293510508948
930,17.421828462959642
931,21.852319397903983
932,9.166814364880352
933,10.001810717985997
934,6.76129603065859
935,11.107615210297633
936,2.394804126539749
937,10.877657487280953
938,9.1606733869983
939,5.636308567950304
940,15.886827278958247
941,43.96496280144947
942,28.728275154091914
943,23.7276937207581
944,23.049161110267125
945,21.939660869939782
946,25.16150218515207
947,23.779285558870892
948,22.22658398159994
949,32.690398700623035
950,2.1367518764679145
951,1.5269193232551994
952,1.508621322077321
953,3.7429973678280337
954,1.7159926423556053
955,4.872399870318894
956,4.621724406760859
957,16.24540102658417
958,9.89274462389816
959,13.398102921621112
960,19.251416856294927
961,13.873964456701316
962,24.833078607052425
963,15.2257929827132
964,15.455348143759926
965,21.03291211556807
966,21.33358588631012
967,35.89413972702894
968,24.38101410868145
969,14.326090573170958
970,19.137417816127964
971,10.92180789714607
972,10.314438427181155
973,23.39986585531483
974,21.45860534555526
975,31.40037441267225
976,15.828298183072677
977,31.435080326666803
978,21.150807563476402
979,19.60543944180286
980,18.028677658880316
981,14.266392540480902
982,4.067360123339122
983,2.249918900661556
984,6.940238028800201
985,10.950858926325916
986,24.035372433834734
987,9.661216483048051
988,4.619964154516062
989,1.6556388079946769
990,1.233123035675311
991,2.4730833521169497
992,3.955830376929679
993,5.548110707346971
994,6.788362967697071
995,23.799532037881146
996,11.454024698455624
997,20.055257918930284
998,19.346392544683237
999,5.839272016853435
1000,2.2275395240849463
1001,1.4309394694607154
1002,6.174851609909615
1003,15.729985131600078
1004,4.467255323388497
1005,3.650055812419506
1006,0.931167705776496
1007,0.3830220225187138
1008,0.35146494613753854
1009,0.9255442404437728
1010,0.3500748700494927
1011,0.7905407654741637
1012,0.07409313151265884
1013,0.0
1014,2.0849665100121855
1015,0.8340928579911917
1016,0.3529913966712298
1017,0.0
1018,0.0
1019,0.3317288563639026
1020,0.0
1021,1.1335094487076014
1022,1.4868732176289354
1023,0.4418987139544633
1024,0.7573086760520483
1025,1.0391069726027604
1026,0.2888269198515473
1027,0.0
1028,0.11241139841825169
1029,1.0789790287689252
1030,1.0464138289353289
1031,0.5428444899441025
1032,0.5752124725884644
1033,0.0
1034,0.0
1035,0.1796571791357236
1036,0.8755268663692477
1037,3.572804406125578
1038,0.3189455515820659
1039,0.37393508351341553
1040,1.04347202730697
1041,0.0
1042,0.3647392266188451
1043,2.337920955220742
1044,11.200940176215537
1045,21.299665682620184
1046,16.856756043554014
1047,3.5697955976264497
1048,3.606607095658478
1049,2.428639724948429
1050,1.8633053328951146
1051,2.2505344938965104
1052,1.2446058449614357
1053,5.096800572489779
1054,6.145667307659049
1055,1.1405313669011476
1056,7.986150845831302
1057,11.892680750994497
1058,2.775807388136273
1059,0.6250124552673291
1060,0.9139086677528903
1061,2.322451007732245
1062,1.5250667346814504
1063,2.0859083340066293
1064,1.821916137809744
1065,1.9011436454025168
1066,1.7053467735871266
1067,1.2431647497433111
1068,2.6423153378545914
1069,1.2169938582175002
1070,0.10015035349256626
1071,1.1463487514349926
1072,1.6390877529806918
1073,1.3035064203908446
1074,0.6122621909598869
1075,0.5666923784200361
1076,0.8642956012658747
1077,2.1147354130020712
1078,1.38517699764555
1079,1.6512089776872523
1080,4.605874694183273
1081,4.067839149507053
1082,4.984184902534334
1083,4.89736734867329
1084,5.829729513818821
1085,7.093664348149342
1086,1.428298700833813
1087,1.2144236951948073
1088,1.5379811698903754
1089,4.988268667711621
1090,27.064163311797337
1091,11.47898725298483
1092,17.303113296534757
1093,20.2267440715737
1094,11.649592295813246
1095,16.462122152905508
1096,14.232747191325322
1097,3.5278348179275527
1098,19.002854873022883
1099,15.282035246532509
1100,7.236575114809457
1101,3.212269064465443
1102,4.50646505498069
1103,6.290959989550932
1104,28.062744781855642
1105,32.587062899133365
1106,17.740720649802043
1107,2.854066681878547
1108,8.437007297794775
1109,24.67637225856276
1110,19.330106755814864
1111,22.01432525736226
1112,9.277806140492116
1113,8.728352584707219
1114,37.02296649063238
1115,20.774001844890464
1116,6.463797985578938
1117,9.069453743125555
1118,14.953343589786103
1119,9.864568593635772
1120,13.502034150332406
1121,14.842312587668959
1122,73.24983182853511
1123,12.481535442061157
1124,22.86523202691177
1125,21.13530028406907
1126,7.500689320330787
1127,11.323488594493888
1128,9.1554659154565
1129,6.361356323318954
1130,9.727619608520596
1131,4.273069531655695
1132,2.5885400631657953
1133,1.9402986681029994
1134,5.414829242291602
1135,5.740042876644538
1136,4.92664610944823
1137,7.458242832736485
1138,14.637847821568274
1139,23.468914480786204
1140,11.391674362328269
1141,6.29164964958328
1142,22.238961773396912
1143,17.70071205776738
1144,8.893990706721539
1145,3.379966088426488
1146,4.380032245368254
1147,2.503035016249699
1148,3.5376021025708555
1149,4.33200220357836
1150,5.330307821028548
1151,5.916897304064256
1152,5.304514792162498
1153,9.72224239457441
1154,4.834271782275832
1155,5.803782386953096
1156,7.471079112324959
1157,9.847059970487232
1158,7.767041870045058
1159,6.972919346012582
1160,2.105116980400387
1161,2.6434052566432973
1162,0.915217880444044
1163,4.10895254152957
1164,7.264078569065582
1165,15.486900863638638
1166,1.6173060667150894
1167,0.775980327936082
1168,2.071576810879689
1169,1.522307726268395
1170,6.314404011934449
1171,18.805455657437772
1172,15.973705941541043
1173,12.514789950983323
1174,3.664349953096667
1175,5.285795738880862
1176,1.565826234919141
1177,0.9610110703182844
1178,1.2898148611350158
1179,2.7805413589773487
1180,7.22754785350469
1181,5.328865012011652
1182,2.399037185614314
1183,4.851120194031405
1184,0.7628500885906098
1185,0.9184804407460626
1186,1.7960187196110384
1187,1.6616503602635213
1188,2.783287951284147
1189,5.6770422215814635
1190,5.882158575035203
1191,4.188766400952174
1192,2.287036649344784
1193,7.413242191972739
1194,8.121426341069817
1195,9.230119084343064
1196,3.321217546764027
1197,11.39193288394168
1198,33.46736371223346
1199,7.660293204393139
1200,10.503516039552785
1201,7.695491865868774
1202,4.799863005716918
1203,4.019093858149688
1204,3.8887360322506845
1205,28.417732351856177
1206,4.4294175442159665
1207,12.038642105702175
1208,2.5858477382531584
1209,2.5063138288541813
1210,5.160681332758461
1211,2.1596751866210324
1212,2.581226990073109
1213,5.799701427417722
1214,5.780558552811155
1215,6.024715056829295
1216,3.263884354452343
1217,8.512584938876378
1218,9.965201474543504
1219,8.39233949910189
1220,11.560089514172489
1221,8.907326764598825
1222,21.108988253295518
1223,10.136142650285828
1224,11.857592809979314
1225,7.125383493567674
1226,7.755514406117972
1227,8.181833715261591
1228,4.3514399324311315
1229,10.224760718739663
1230,14.413539312668041
1231,6.434864598027866
1232,15.5033415800239
1233,5.910381718625178
1234,3.22692569371098
1235,2.3340729061101335
1236,6.347500414964601
1237,4.2214107096041475
1238,6.924388185500277
1239,2.404131475063913
1240,3.0910334146975584
1241,3.7228241495766543
1242,1.9566796223049916
1243,9.40632359150043
1244,7.926670626595395
1245,5.870546045869223
1246,4.521964698173431
1247,1.913304722199661
1248,8.10362060300999
1249,5.128064408390229
1250,2.5438721490825094
1251,5.028876271542278
1252,2.8959288542024613
1253,1.5232212827822678
1254,1.5039152542622989
1255,2.239632755400012
1256,1.90881833922109
1257,2.3454084334599656
1258,6.962177919493106
1259,4.672952561355315
1260,15.099204032127462
1261,19.03491966782413
1262,19.98718679047548
1263,13.293410261187676
1264,5.785850128135626
1265,3.6904905643866934
1266,3.806468006605181
1267,2.8250570852108723
1268,3.069005123545603
1269,1.6333555261918145
1270,4.202208075226399
1271,4.553374729752148
1272,5.6936606101637866
1273,9.264896309732373
1274,2.088922701852044
1275,2.668115120798526
1276,2.8497106362914044
1277,5.288162709076482
1278,2.705054283390613
1279,2.6907423608235685
1280,7.71694481700036
1281,5.589726745100035
1282,3.5565589384172114
1283,2.5295117932588287
1284,7.776511412640816
1285,5.007529901600024
1286,1.9394413034667124
1287,1.1137620016012142
1288,1.2247002849727342
1289,6.022069634357461
1290,8.275421434700855
1291,4.2404271357416174
1292,5.599465266892997
1293,2.4636734431770106
1294,0.7256630537641806
1295,0.9339307904987924
1296,1.4356691662139787
1297,2.4151689648995127
1298,11.267956272279717
1299,6.038044094808213
1300,2.6656155469202645
1301,1.5145719336638646
1302,0.8966378429688902
1303,1.70102871076549
1304,8.672017576961858
1305,0.4255219285143648
1306,3.8977326379720507
1307,2.722619394725543
1308,5.059976451877127
1309,2.232542504319672
1310,1.1010098988677661
1311,3.7362887628248105
1312,4.2434885499862816
1313,3.1810385703893544
1314,4.805159213987122
1315,4.396865282339921
1316,3.1520116033639543
1317,3.926705616742921
1318,2.4449530424187316
1319,6.156523523789905
1320,3.7316691136223703
1321,2.018010501240613
1322,1.3974280764241502
1323,1.513575707256727
