,year,month,day,daysince,temperature_2m_max (°C),temperature_2m_min (°C),apparent_temperature_max (°C),apparent_temperature_min (°C),shortwave_radiation_sum (MJ/m²),snowfall_sum (cm),windspeed_10m_max (km/h),windgusts_10m_max (km/h),winddirection_10m_dominant (°),et0_fao_evapotranspiration (mm),elevation,rain_sum (mm),sinrise,cosrise,sinset,cosset,city_b,city_le,city_lh,city_p,city_q,city_sa,city_si,city_su,city_t,city_u
22,2018,1,23,22,30.3,25.2,35.2,29.7,15.77,0.0,21.0,41.4,294.0,3.29,0,7.7,0.9883615104677607,0.1521233861899168,-0.9997620270799091,-0.021814885034560836,0,0,0,0,0,0,0,1,0,0
23,2018,1,24,23,30.3,25.8,36.0,30.3,18.59,0.0,17.1,38.5,286.0,3.84,0,7.4,0.9890158633619168,0.14780941112961077,-0.9997620270799091,-0.021814885034560836,0,0,0,0,0,0,0,1,0,0
24,2018,1,25,24,29.8,25.7,34.6,29.6,16.93,0.0,22.2,53.6,280.0,3.56,0,4.9,0.9890158633619168,0.14780941112961077,-0.9998476951563913,-0.017452406437283498,0,0,0,0,0,0,0,1,0,0
25,2018,1,26,25,29.9,26.0,35.1,30.2,20.85,0.0,21.4,41.8,295.0,4.28,0,6.1,0.9890158633619168,0.14780941112961077,-0.9998476951563913,-0.017452406437283498,0,0,0,0,0,0,0,1,0,0
26,2018,1,27,26,30.8,25.8,35.1,29.8,18.97,0.0,23.5,54.0,292.0,4.2,0,5.6,0.9896513868196702,0.1434926219911793,-0.9998476951563913,-0.017452406437283498,0,0,0,0,0,0,0,1,0,0
27,2018,1,28,27,30.5,26.0,34.9,30.1,16.95,0.0,26.5,55.8,293.0,3.84,0,15.4,0.9896513868196702,0.1434926219911793,-0.9998476951563913,-0.017452406437283498,0,0,0,0,0,0,0,1,0,0
28,2018,1,29,28,30.5,26.4,35.3,30.0,16.61,0.0,24.7,51.5,288.0,3.83,0,6.3,0.9902680687415703,0.1391731009600657,-0.9998476951563913,-0.017452406437283498,0,0,0,0,0,0,0,1,0,0
29,2018,1,30,29,31.4,25.6,36.3,29.5,20.5,0.0,25.0,45.4,294.0,4.41,0,2.7,0.9902680687415703,0.1391731009600657,-0.9998476951563913,-0.017452406437283498,0,0,0,0,0,0,0,1,0,0
30,2018,1,31,30,30.1,25.1,34.7,28.1,18.62,0.0,22.4,53.3,294.0,3.98,0,5.7,0.9902680687415703,0.1391731009600657,-0.9998476951563913,-0.017452406437283498,0,0,0,0,0,0,0,1,0,0
31,2018,2,1,30,29.3,25.8,34.4,29.8,15.7,0.0,21.1,47.5,288.0,3.29,0,11.6,0.9902680687415703,0.1391731009600657,-0.9998476951563913,-0.017452406437283498,0,0,0,0,0,0,0,1,0,0
32,2018,2,2,31,30.7,25.0,36.4,29.2,20.67,0.0,18.8,45.0,287.0,4.22,0,9.1,0.9908658973868822,0.13485093027372308,-0.9998476951563913,-0.017452406437283498,0,0,0,0,0,0,0,1,0,0
33,2018,2,3,32,29.5,25.1,35.0,29.4,17.83,0.0,20.7,43.6,281.0,3.58,0,16.9,0.9908658973868822,0.13485093027372308,-0.9998476951563913,-0.017452406437283498,0,0,0,0,0,0,0,1,0,0
34,2018,2,4,33,31.3,25.2,37.1,30.3,21.86,0.0,16.7,36.0,276.0,4.45,0,6.5,0.9908658973868822,0.13485093027372308,-0.9998476951563913,-0.017452406437283498,0,0,0,0,0,0,0,1,0,0
35,2018,2,5,34,30.7,25.4,36.9,30.2,19.09,0.0,15.2,30.2,280.0,4.01,0,20.6,0.9914448613738104,0.1305261922200517,-0.9997620270799091,-0.021814885034560836,0,0,0,0,0,0,0,1,0,0
36,2018,2,6,35,30.0,24.8,33.7,28.5,12.84,0.0,19.8,36.7,280.0,3.04,0,0.5,0.9914448613738104,0.1305261922200517,-0.9997620270799091,-0.021814885034560836,0,0,0,0,0,0,0,1,0,0
37,2018,2,7,36,30.9,25.0,36.0,28.9,22.02,0.0,19.5,35.3,288.0,4.56,0,6.8,0.9914448613738104,0.1305261922200517,-0.9997620270799091,-0.021814885034560836,0,0,0,0,0,0,0,1,0,0
38,2018,2,8,37,28.4,24.9,32.7,29.2,12.03,0.0,16.9,31.3,284.0,2.52,0,5.9,0.9914448613738104,0.1305261922200517,-0.9997620270799091,-0.021814885034560836,0,0,0,0,0,0,0,1,0,0
39,2018,2,9,38,31.2,24.6,36.9,28.9,18.09,0.0,15.6,29.5,287.0,3.71,0,8.7,0.992004949679715,0.12619896913582973,-0.9997620270799091,-0.021814885034560836,0,0,0,0,0,0,0,1,0,0
40,2018,2,10,39,31.1,24.6,37.8,29.3,20.97,0.0,11.2,23.4,286.0,4.34,0,3.8,0.992004949679715,0.12619896913582973,-0.9997620270799091,-0.021814885034560836,0,0,0,0,0,0,0,1,0,0
41,2018,2,11,40,30.3,25.1,35.3,29.3,16.52,0.0,17.8,34.2,297.0,3.51,0,6.8,0.992004949679715,0.12619896913582973,-0.9997620270799091,-0.021814885034560836,0,0,0,0,0,0,0,1,0,0
42,2018,2,12,41,29.8,25.1,33.9,29.3,17.23,0.0,22.2,39.6,285.0,3.78,0,3.6,0.992004949679715,0.12619896913582973,-0.9996573249755573,-0.026176948307873482,0,0,0,0,0,0,0,1,0,0
43,2018,2,13,42,31.0,25.7,35.5,29.7,22.29,0.0,20.9,40.0,284.0,4.63,0,9.4,0.992004949679715,0.12619896913582973,-0.9996573249755573,-0.026176948307873482,0,0,0,0,0,0,0,1,0,0
44,2018,2,14,43,31.8,25.2,36.2,29.1,16.53,0.0,19.0,36.7,286.0,3.87,0,1.1,0.992004949679715,0.12619896913582973,-0.9996573249755573,-0.026176948307873482,0,0,0,0,0,0,0,1,0,0
45,2018,2,15,44,30.8,24.6,36.6,28.0,17.98,0.0,19.5,38.5,283.0,3.79,0,16.2,0.992546151641322,0.12186934340514749,-0.9996573249755573,-0.026176948307873482,0,0,0,0,0,0,0,1,0,0
46,2018,2,16,45,29.7,24.5,33.8,28.0,15.45,0.0,21.3,42.5,285.0,3.48,0,4.0,0.992546151641322,0.12186934340514749,-0.9995335908367129,-0.030538513209822718,0,0,0,0,0,0,0,1,0,0
47,2018,2,17,46,31.4,24.9,37.0,29.0,22.91,0.0,20.4,38.9,285.0,4.61,0,4.5,0.992546151641322,0.12186934340514749,-0.9995335908367129,-0.030538513209822718,0,0,0,0,0,0,0,1,0,0
48,2018,2,18,47,31.5,25.5,37.1,30.4,20.83,0.0,14.3,28.8,288.0,4.33,0,0.8,0.992546151641322,0.12186934340514749,-0.9995335908367129,-0.030538513209822718,0,0,0,0,0,0,0,1,0,0
49,2018,2,19,48,31.2,25.6,38.6,30.5,23.14,0.0,9.0,23.0,280.0,4.71,0,10.0,0.992546151641322,0.12186934340514749,-0.9995335908367129,-0.030538513209822718,0,0,0,0,0,0,0,1,0,0
50,2018,2,20,49,31.9,25.2,39.5,30.2,21.02,0.0,11.6,27.4,288.0,4.29,0,12.4,0.992546151641322,0.12186934340514749,-0.9993908270190957,-0.03489949670250165,0,0,0,0,0,0,0,1,0,0
51,2018,2,21,50,31.3,25.4,38.9,30.6,21.81,0.0,8.3,23.0,295.0,4.46,0,9.4,0.992546151641322,0.12186934340514749,-0.9993908270190957,-0.03489949670250165,0,0,0,0,0,0,0,1,0,0
52,2018,2,22,51,31.4,25.1,38.5,29.6,17.87,0.0,7.5,20.5,266.0,3.76,0,9.4,0.992546151641322,0.12186934340514749,-0.9993908270190957,-0.03489949670250165,0,0,0,0,0,0,0,1,0,0
53,2018,2,23,52,30.5,24.2,37.0,28.2,17.07,0.0,11.3,24.1,276.0,3.65,0,16.3,0.992546151641322,0.12186934340514749,-0.9992290362407229,-0.03925981575906901,0,0,0,0,0,0,0,1,0,0
54,2018,2,24,53,28.7,25.5,34.3,30.6,14.93,0.0,11.5,24.5,292.0,3.04,0,9.7,0.992546151641322,0.12186934340514749,-0.9992290362407229,-0.03925981575906901,0,0,0,0,0,0,0,1,0,0
55,2018,2,25,54,31.0,25.0,38.0,29.8,18.55,0.0,9.8,18.0,267.0,3.9,0,6.2,0.992546151641322,0.12186934340514749,-0.9992290362407229,-0.03925981575906901,0,0,0,0,0,0,0,1,0,0
56,2018,2,26,55,29.1,25.2,35.4,29.8,15.89,0.0,9.7,21.2,269.0,3.28,0,6.3,0.992546151641322,0.12186934340514749,-0.9990482215818578,-0.04361938736533613,0,0,0,0,0,0,0,1,0,0
57,2018,2,27,56,31.8,25.0,38.8,29.9,20.74,0.0,6.6,16.2,238.0,4.31,0,1.0,0.9930684569549263,0.1175373974578377,-0.9990482215818578,-0.04361938736533613,0,0,0,0,0,0,0,1,0,0
58,2018,2,28,57,30.3,25.8,38.1,31.5,22.82,0.0,9.4,20.2,276.0,4.6,0,3.6,0.9930684569549263,0.1175373974578377,-0.9990482215818578,-0.04361938736533613,0,0,0,0,0,0,0,1,0,0
59,2018,3,1,60,30.1,25.6,37.5,31.4,15.48,0.0,11.2,23.8,301.0,3.23,0,12.1,0.9930684569549263,0.1175373974578377,-0.9988483864849507,-0.0479781285213447,0,0,0,0,0,0,0,1,0,0
60,2018,3,2,61,32.0,26.0,39.6,31.1,22.36,0.0,10.3,20.9,288.0,4.63,0,2.4,0.9930684569549263,0.1175373974578377,-0.9988483864849507,-0.0479781285213447,0,0,0,0,0,0,0,1,0,0
61,2018,3,3,62,29.4,26.3,36.0,32.3,16.4,0.0,9.7,19.1,338.0,3.37,0,4.9,0.9930684569549263,0.1175373974578377,-0.9986295347545738,-0.052335956242944306,0,0,0,0,0,0,0,1,0,0
62,2018,3,4,63,32.0,25.8,40.3,31.1,20.9,0.0,6.2,23.8,253.0,4.35,0,5.2,0.9930684569549263,0.1175373974578377,-0.9986295347545738,-0.052335956242944306,0,0,0,0,0,0,0,1,0,0
63,2018,3,5,64,29.9,25.9,38.8,31.4,21.3,0.0,10.2,20.9,230.0,4.38,0,41.7,0.9930684569549263,0.1175373974578377,-0.9986295347545738,-0.052335956242944306,0,0,0,0,0,0,0,1,0,0
64,2018,3,6,65,32.1,25.1,39.8,30.7,23.06,0.0,10.3,21.6,278.0,4.88,0,2.8,0.992546151641322,0.12186934340514749,-0.9983916705573488,-0.056692787563377714,0,0,0,0,0,0,0,1,0,0
65,2018,3,7,66,30.5,25.8,38.2,30.1,18.84,0.0,10.8,21.2,280.0,3.96,0,25.7,0.992546151641322,0.12186934340514749,-0.9983916705573488,-0.056692787563377714,0,0,0,0,0,0,0,1,0,0
66,2018,3,8,67,31.6,25.3,38.5,29.9,17.98,0.0,12.5,27.0,281.0,3.78,0,10.4,0.992546151641322,0.12186934340514749,-0.9981347984218669,-0.06104853953485769,0,0,0,0,0,0,0,1,0,0
67,2018,3,9,68,31.3,25.8,38.3,30.7,18.99,0.0,9.7,19.4,285.0,3.97,0,9.0,0.992546151641322,0.12186934340514749,-0.9981347984218669,-0.06104853953485769,0,0,0,0,0,0,0,1,0,0
68,2018,3,10,69,31.6,25.5,38.5,30.2,19.88,0.0,10.0,19.4,274.0,4.14,0,13.1,0.992546151641322,0.12186934340514749,-0.9978589232386035,-0.06540312923014362,0,0,0,0,0,0,0,1,0,0
69,2018,3,11,70,30.0,25.1,35.7,29.8,14.24,0.0,6.9,16.9,274.0,2.97,0,4.7,0.992546151641322,0.12186934340514749,-0.9978589232386035,-0.06540312923014362,0,0,0,0,0,0,0,1,0,0
70,2018,3,12,71,29.1,26.0,36.0,31.5,15.88,0.0,7.5,19.8,239.0,3.31,0,21.0,0.992546151641322,0.12186934340514749,-0.9975640502598242,-0.06975647374412558,0,0,0,0,0,0,0,1,0,0
71,2018,3,13,72,29.6,26.0,38.3,31.0,15.7,0.0,13.4,25.6,200.0,3.28,0,29.7,0.992546151641322,0.12186934340514749,-0.9975640502598242,-0.06975647374412558,0,0,0,0,0,0,0,1,0,0
72,2018,3,14,73,31.8,25.3,38.5,30.5,19.81,0.0,8.0,22.0,263.0,4.2,0,8.0,0.992546151641322,0.12186934340514749,-0.9972501850994857,-0.07410849019539925,0,0,0,0,0,0,0,1,0,0
73,2018,3,15,74,32.3,26.3,39.6,31.7,23.41,0.0,6.0,17.6,290.0,4.89,0,1.0,0.992546151641322,0.12186934340514749,-0.9972501850994857,-0.07410849019539925,0,0,0,0,0,0,0,1,0,0
74,2018,3,16,75,31.0,25.8,38.0,31.0,20.88,0.0,7.9,22.0,270.0,4.38,0,8.8,0.992546151641322,0.12186934340514749,-0.9972501850994857,-0.07410849019539925,0,0,0,0,0,0,0,1,0,0
75,2018,3,17,76,30.6,24.3,37.2,29.2,17.42,0.0,9.4,25.9,266.0,3.57,0,13.7,0.992546151641322,0.12186934340514749,-0.996917333733128,-0.07845909572784557,0,0,0,0,0,0,0,1,0,0
76,2018,3,18,77,31.7,24.3,39.2,29.4,20.52,0.0,8.3,23.8,139.0,4.32,0,5.6,0.992546151641322,0.12186934340514749,-0.996917333733128,-0.07845909572784557,0,0,0,0,0,0,0,1,0,0
77,2018,3,19,78,32.2,26.2,40.3,31.3,24.12,0.0,7.6,18.4,273.0,5.06,0,1.1,0.992546151641322,0.12186934340514749,-0.9965655024977614,-0.08280820751220469,0,0,0,0,0,0,0,1,0,0
78,2018,3,20,79,32.9,26.3,39.7,31.6,25.21,0.0,10.4,20.5,299.0,5.35,0,0.6,0.992546151641322,0.12186934340514749,-0.9965655024977614,-0.08280820751220469,0,0,0,0,0,0,0,1,0,0
79,2018,3,21,80,31.9,26.4,36.7,30.9,19.26,0.0,20.0,36.7,301.0,4.06,0,9.3,0.992004949679715,0.12619896913582973,-0.9961946980917455,-0.08715574274765825,0,0,0,0,0,0,0,1,0,0
80,2018,3,22,81,30.3,25.8,34.8,30.3,11.01,0.0,18.4,35.3,293.0,2.59,0,8.6,0.992004949679715,0.12619896913582973,-0.9961946980917455,-0.08715574274765825,0,0,0,0,0,0,0,1,0,0
81,2018,3,23,82,32.0,25.0,40.0,29.8,23.25,0.0,9.0,20.2,255.0,4.82,0,2.4,0.992004949679715,0.12619896913582973,-0.9958049275746618,-0.0915016186634022,0,0,0,0,0,0,0,1,0,0
82,2018,3,24,83,31.6,26.9,39.2,32.9,19.85,0.0,7.3,21.6,270.0,4.13,0,4.4,0.992004949679715,0.12619896913582973,-0.9958049275746618,-0.0915016186634022,0,0,0,0,0,0,0,1,0,0
83,2018,3,25,84,30.3,26.3,38.3,31.9,21.81,0.0,9.2,19.4,245.0,4.47,0,30.1,0.992004949679715,0.12619896913582973,-0.9953961983671787,-0.09584575252022441,0,0,0,0,0,0,0,1,0,0
84,2018,3,26,85,31.0,25.5,38.4,31.1,17.22,0.0,6.6,18.0,282.0,3.63,0,3.4,0.992004949679715,0.12619896913582973,-0.9953961983671787,-0.09584575252022441,0,0,0,0,0,0,0,1,0,0
85,2018,3,27,86,29.6,26.6,36.1,32.1,15.25,0.0,8.7,18.7,278.0,3.23,0,6.2,0.992004949679715,0.12619896913582973,-0.9949685182509117,-0.10018806161207644,0,0,0,0,0,0,0,1,0,0
86,2018,3,28,87,32.5,26.0,39.5,31.3,21.96,0.0,8.0,20.5,285.0,4.61,0,3.2,0.992004949679715,0.12619896913582973,-0.9949685182509117,-0.10018806161207644,0,0,0,0,0,0,0,1,0,0
87,2018,3,29,88,32.6,26.2,40.2,32.1,24.0,0.0,7.9,19.4,289.0,5.1,0,2.1,0.992004949679715,0.12619896913582973,-0.9945218953682734,-0.10452846326765336,0,0,0,0,0,0,0,1,0,0
88,2018,3,30,89,31.5,26.5,39.1,31.6,22.09,0.0,11.9,23.4,286.0,4.58,0,4.3,0.992004949679715,0.12619896913582973,-0.9945218953682734,-0.10452846326765336,0,0,0,0,0,0,0,1,0,0
89,2018,3,31,90,32.1,25.6,38.8,30.4,23.44,0.0,14.5,28.4,286.0,4.8,0,4.9,0.9914448613738104,0.1305261922200517,-0.9940563382223195,-0.10886687485196507,0,0,0,0,0,0,0,1,0,0
90,2018,4,1,90,32.0,25.8,40.0,31.2,21.72,0.0,13.8,29.2,269.0,4.5,0,5.3,0.9914448613738104,0.1305261922200517,-0.9940563382223195,-0.10886687485196507,0,0,0,0,0,0,0,1,0,0
91,2018,4,2,91,32.4,25.4,40.4,31.1,21.9,0.0,10.2,24.5,264.0,4.52,0,18.9,0.9914448613738104,0.1305261922200517,-0.9935718556765875,-0.11320321376790694,0,0,0,0,0,0,0,1,0,0
92,2018,4,3,92,31.7,25.3,39.2,30.5,20.96,0.0,7.2,22.3,285.0,4.38,0,4.0,0.9914448613738104,0.1305261922200517,-0.9935718556765875,-0.11320321376790694,0,0,0,0,0,0,0,1,0,0
93,2018,4,4,93,32.4,26.0,39.9,31.6,22.56,0.0,7.2,16.9,149.0,4.82,0,0.9,0.9914448613738104,0.1305261922200517,-0.9930684569549263,-0.1175373974578376,0,0,0,0,0,0,0,1,0,0
94,2018,4,5,94,33.0,27.0,40.0,32.7,23.39,0.0,11.1,17.3,128.0,5.16,0,0.3,0.9914448613738104,0.1305261922200517,-0.9930684569549263,-0.1175373974578376,0,0,0,0,0,0,0,1,0,0
95,2018,4,6,95,31.9,27.3,39.5,32.8,23.09,0.0,11.3,19.4,120.0,5.0,0,1.8,0.9914448613738104,0.1305261922200517,-0.9925461516413221,-0.12186934340514717,0,0,0,0,0,0,0,1,0,0
96,2018,4,7,96,31.5,26.3,38.3,31.6,20.09,0.0,12.8,26.3,104.0,4.32,0,5.3,0.9914448613738104,0.1305261922200517,-0.9925461516413221,-0.12186934340514717,0,0,0,0,0,0,0,1,0,0
97,2018,4,8,97,32.0,24.8,37.5,29.5,19.17,0.0,11.6,29.9,109.0,4.18,0,15.6,0.9914448613738104,0.1305261922200517,-0.992004949679715,-0.12619896913583006,0,0,0,0,0,0,0,1,0,0
98,2018,4,9,98,32.3,26.6,38.2,32.1,19.59,0.0,11.3,31.3,126.0,4.21,0,4.3,0.9914448613738104,0.1305261922200517,-0.992004949679715,-0.12619896913583006,0,0,0,0,0,0,0,1,0,0
99,2018,4,10,99,32.8,27.1,39.0,32.7,22.53,0.0,8.7,16.6,131.0,4.91,0,0.0,0.9908658973868822,0.13485093027372308,-0.9914448613738104,-0.13052619222005163,0,0,0,0,0,0,0,1,0,0
100,2018,4,11,100,33.2,27.5,39.4,32.9,23.25,0.0,10.9,20.9,111.0,5.19,0,0.5,0.9908658973868822,0.13485093027372308,-0.9914448613738104,-0.13052619222005163,0,0,0,0,0,0,0,1,0,0
101,2018,4,12,101,33.1,27.4,41.1,33.2,21.25,0.0,10.5,22.3,106.0,4.61,0,3.8,0.9908658973868822,0.13485093027372308,-0.9908658973868822,-0.13485093027372277,0,0,0,0,0,0,0,1,0,0
102,2018,4,13,102,32.3,27.5,40.1,33.7,21.48,0.0,8.4,22.0,120.0,4.58,0,3.8,0.9908658973868822,0.13485093027372308,-0.9908658973868822,-0.13485093027372277,0,0,0,0,0,0,0,1,0,0
103,2018,4,14,103,32.0,28.0,39.9,34.5,21.62,0.0,10.5,25.6,118.0,4.6,0,2.7,0.9908658973868822,0.13485093027372308,-0.9908658973868822,-0.13485093027372277,0,0,0,0,0,0,0,1,0,0
104,2018,4,15,104,33.7,27.5,41.8,33.6,22.49,0.0,5.0,14.4,150.0,4.8,0,0.7,0.9908658973868822,0.13485093027372308,-0.9902680687415704,-0.13917310096006494,0,0,0,0,0,0,0,1,0,0
105,2018,4,16,105,33.4,26.9,40.7,32.4,21.46,0.0,7.1,17.6,264.0,4.65,0,3.8,0.9908658973868822,0.13485093027372308,-0.9902680687415704,-0.13917310096006494,0,0,0,0,0,0,0,1,0,0
106,2018,4,17,106,33.1,27.1,40.8,32.3,19.92,0.0,7.6,19.4,284.0,4.24,0,10.3,0.9908658973868822,0.13485093027372308,-0.9896513868196702,-0.1434926219911794,0,0,0,0,0,0,0,1,0,0
107,2018,4,18,107,33.0,26.2,40.4,32.0,21.08,0.0,9.0,23.8,265.0,4.45,0,10.9,0.9908658973868822,0.13485093027372308,-0.9896513868196702,-0.1434926219911794,0,0,0,0,0,0,0,1,0,0
108,2018,4,19,108,32.7,26.1,40.4,31.7,21.22,0.0,7.6,19.8,161.0,4.54,0,1.2,0.9908658973868822,0.13485093027372308,-0.9890158633619168,-0.14780941112961046,0,0,0,0,0,0,0,1,0,0
109,2018,4,20,109,33.2,27.3,40.8,32.8,19.89,0.0,8.9,23.0,111.0,4.33,0,2.7,0.9908658973868822,0.13485093027372308,-0.9890158633619168,-0.14780941112961046,0,0,0,0,0,0,0,1,0,0
110,2018,4,21,110,32.8,26.8,39.5,32.7,17.99,0.0,10.1,22.3,89.0,3.89,0,5.8,0.9908658973868822,0.13485093027372308,-0.9890158633619168,-0.14780941112961046,0,0,0,0,0,0,0,1,0,0
111,2018,4,22,111,31.2,26.6,37.1,32.1,13.69,0.0,15.0,31.7,109.0,3.27,0,7.5,0.9908658973868822,0.13485093027372308,-0.9883615104677607,-0.15212338618991714,0,0,0,0,0,0,0,1,0,0
112,2018,4,23,112,32.8,26.4,39.8,31.9,18.97,0.0,13.4,31.0,110.0,4.04,0,8.9,0.9908658973868822,0.13485093027372308,-0.9883615104677607,-0.15212338618991714,0,0,0,0,0,0,0,1,0,0
113,2018,4,24,113,32.7,26.2,39.1,32.2,19.78,0.0,6.6,16.9,118.0,4.22,0,1.1,0.9908658973868822,0.13485093027372308,-0.9883615104677607,-0.15212338618991714,0,0,0,0,0,0,0,1,0,0
114,2018,4,25,114,33.3,26.4,38.7,32.4,20.34,0.0,7.8,18.0,119.0,4.42,0,1.7,0.9908658973868822,0.13485093027372308,-0.9876883405951377,-0.15643446504023104,0,0,0,0,0,0,0,1,0,0
115,2018,4,26,115,32.1,25.0,38.6,29.9,21.99,0.0,11.5,23.8,105.0,4.76,0,0.5,0.9908658973868822,0.13485093027372308,-0.9876883405951377,-0.15643446504023104,0,0,0,0,0,0,0,1,0,0
116,2018,4,27,116,32.5,27.4,38.6,32.5,21.47,0.0,13.0,27.7,114.0,4.82,0,1.5,0.9908658973868822,0.13485093027372308,-0.9876883405951377,-0.15643446504023104,0,0,0,0,0,0,0,1,0,0
117,2018,4,28,117,33.0,27.0,40.2,32.8,21.7,0.0,7.7,18.7,173.0,4.73,0,0.3,0.9908658973868822,0.13485093027372308,-0.9869963665602319,-0.160742565603826,0,0,0,0,0,0,0,1,0,0
