,temperature_2m_max (°C),temperature_2m_min (°C),apparent_temperature_max (°C),apparent_temperature_min (°C),shortwave_radiation_sum (MJ/m²),snowfall_sum (cm),windspeed_10m_max (km/h),windgusts_10m_max (km/h),winddirection_10m_dominant (°),et0_fao_evapotranspiration (mm),elevation,daysince,sinday,cosday,sindmo,cosdmo,year,sinrise,cosrise,sinset,cosset,city_b,city_le,city_lh,city_p,city_q,city_sa,city_si,city_su,city_t,city_u
15,32.9,25.4,38.3,29.9,23.48,0.0,10.5,19.8,118.0,5.24,0,226,0.9680771188662051,-0.2506525322587177,-0.6253744643216368,-0.7803247909520918,2021,0.9940563382223196,0.10886687485196474,-0.9914448613738104,-0.13052619222005163,0,0,0,0,0,0,0,1,0,0
16,31.9,26.3,36.8,31.2,21.13,0.0,14.0,26.6,115.0,4.71,0,227,0.8978045395707434,-0.44039415155763084,-0.6384645424699833,-0.7696512379049324,2021,0.9940563382223196,0.10886687485196474,-0.9914448613738104,-0.13052619222005163,0,0,0,0,0,0,0,1,0,0
17,31.9,25.7,37.8,30.7,18.63,0.0,7.9,19.1,113.0,4.01,0,228,0.7907757369377015,-0.612105982547659,-0.651372482722222,-0.7587581226927911,2021,0.9935718556765875,0.11320321376790661,-0.9914448613738104,-0.13052619222005163,0,0,0,0,0,0,0,1,0,0
18,32.6,25.3,37.6,29.8,20.11,0.0,9.0,20.5,95.0,4.52,0,229,0.6513724827222266,-0.7587581226927872,-0.6640946027672388,-0.7476485528478092,2021,0.9935718556765875,0.11320321376790661,-0.9914448613738104,-0.13052619222005163,0,0,0,0,0,0,0,1,0,0
19,32.6,25.6,38.2,30.3,22.19,0.0,8.4,19.4,112.0,4.77,0,230,0.4853019625310806,-0.8743466161445823,-0.6766272733037574,-0.7363256976511973,2021,0.9930684569549263,0.1175373974578377,-0.9914448613738104,-0.13052619222005163,0,0,0,0,0,0,0,1,0,0
20,32.2,25.4,37.6,29.9,22.72,0.0,10.5,20.9,96.0,4.96,0,231,0.2993631229733584,-0.9541392564000487,-0.6889669190756865,-0.72479278722912,2021,0.9930684569549263,0.1175373974578377,-0.9914448613738104,-0.13052619222005163,0,0,0,0,0,0,0,1,0,0
21,32.2,24.6,36.7,28.8,23.17,0.0,11.6,22.3,123.0,5.14,0,232,0.10116832198743354,-0.994869323391895,-0.7011100198920526,-0.7130531116312204,2021,0.992546151641322,0.12186934340514749,-0.9914448613738104,-0.13052619222005163,0,0,0,0,0,0,0,1,0,0
22,32.3,24.6,38.1,28.9,23.44,0.0,9.2,19.8,135.0,5.04,0,233,-0.1011683219874299,-0.9948693233918954,-0.7130531116312202,-0.7011100198920528,2021,0.992546151641322,0.12186934340514749,-0.9914448613738104,-0.13052619222005163,0,0,0,0,0,0,0,1,0,0
23,32.8,24.8,37.8,28.4,24.45,0.0,10.3,21.6,135.0,5.44,0,234,-0.2993631229733549,-0.9541392564000498,-0.7247927872291198,-0.6889669190756867,2021,0.992546151641322,0.12186934340514749,-0.9914448613738104,-0.13052619222005163,0,0,0,0,0,0,0,1,0,0
24,32.3,24.4,36.6,27.8,24.88,0.0,12.1,24.1,127.0,5.56,0,235,-0.4853019625310774,-0.8743466161445841,-0.736325697651197,-0.6766272733037576,2021,0.992004949679715,0.12619896913582973,-0.9908658973868822,-0.13485093027372277,0,0,0,0,0,0,0,1,0,0
25,33.0,24.1,38.0,27.7,24.41,0.0,9.7,19.4,150.0,5.35,0,236,-0.6513724827222184,-0.7587581226927942,-0.7476485528478087,-0.6640946027672393,2021,0.992004949679715,0.12619896913582973,-0.9908658973868822,-0.13485093027372277,0,0,0,0,0,0,0,1,0,0
26,32.5,26.2,37.0,30.3,23.23,0.0,15.0,27.7,103.0,5.41,0,237,-0.7907757369376949,-0.6121059825476676,-0.7587581226927906,-0.6513724827222226,2021,0.9914448613738104,0.1305261922200517,-0.9908658973868822,-0.13485093027372277,0,0,0,0,0,0,0,1,0,0
27,32.8,26.0,37.3,30.5,23.5,0.0,15.1,29.5,124.0,5.55,0,238,-0.8978045395707386,-0.4403941515576405,-0.769651237904932,-0.638464542469984,2021,0.9914448613738104,0.1305261922200517,-0.9908658973868822,-0.13485093027372277,0,0,0,0,0,0,0,1,0,0
28,32.7,26.6,37.4,31.4,22.7,0.0,15.9,29.9,108.0,5.34,0,239,-0.9680771188662023,-0.25065253225872813,-0.7803247909520914,-0.6253744643216373,2021,0.9908658973868822,0.13485093027372308,-0.9908658973868822,-0.13485093027372277,0,0,0,0,0,0,0,1,0,0
29,33.4,25.9,38.3,30.8,24.71,0.0,13.9,27.0,105.0,5.67,0,240,-0.9987165071710523,-0.050649168838721476,-0.7907757369376981,-0.6121059825476635,2021,0.9908658973868822,0.13485093027372308,-0.9908658973868822,-0.13485093027372277,0,0,0,0,0,0,0,1,0,0
30,33.0,25.6,39.0,29.9,24.09,0.0,10.0,21.6,95.0,5.39,0,240,-0.9987165071710523,-0.050649168838721476,-0.7907757369376981,-0.6121059825476635,2021,0.9902680687415703,0.1391731009600657,-0.9908658973868822,-0.13485093027372277,0,0,0,0,0,0,0,1,0,0
31,32.8,25.7,37.2,29.3,24.72,0.0,9.5,19.1,142.0,5.65,0,241,-0.9884683243281107,0.1514277775045811,-0.8010010944693847,-0.598662882312615,2021,0.9902680687415703,0.1391731009600657,-0.9908658973868822,-0.13485093027372277,0,0,0,0,0,0,0,1,0,0
32,32.5,25.0,38.0,28.7,22.87,0.0,10.3,20.9,151.0,5.15,0,242,-0.9377521321470792,0.34730525284482366,-0.8109979465095012,-0.5850489985953076,2021,0.9896513868196702,0.1434926219911793,-0.9902680687415704,-0.13917310096006494,0,0,0,0,0,0,0,1,0,0
33,32.6,25.3,38.6,28.8,22.98,0.0,12.5,24.8,130.0,5.15,0,243,-0.8486442574947496,0.5289640103269647,-0.8207634412072763,-0.5712682150947923,2021,0.9896513868196702,0.1434926219911793,-0.9902680687415704,-0.13917310096006494,0,0,0,0,0,0,0,1,0,0
34,32.1,25.8,36.6,30.0,19.72,0.0,10.5,21.6,121.0,4.58,0,244,-0.7247927872291188,0.6889669190756879,-0.8302947927123763,-0.5573244631224366,2021,0.9890158633619168,0.14780941112961077,-0.9902680687415704,-0.13917310096006494,0,0,0,0,0,0,0,1,0,0
35,32.4,26.2,37.0,30.9,21.38,0.0,15.3,31.7,105.0,4.94,0,245,-0.5712682150947916,0.8207634412072768,-0.8395892819696388,-0.543221720480419,2021,0.9890158633619168,0.14780941112961077,-0.9902680687415704,-0.13917310096006494,0,0,0,0,0,0,0,1,0,0
36,32.8,26.2,39.3,30.9,22.59,0.0,11.0,22.7,136.0,5.1,0,246,-0.39435585511331867,0.9189578116202306,-0.8486442574947508,-0.5289640103269627,2021,0.9883615104677607,0.1521233861899168,-0.9902680687415704,-0.13917310096006494,0,0,0,0,0,0,0,1,0,0
37,32.8,26.1,37.2,30.7,22.83,0.0,14.1,28.1,121.0,5.33,0,247,-0.2012985200886611,0.9795299412524943,-0.8574571361306509,-0.5145554000286291,2021,0.9883615104677607,0.1521233861899168,-0.9902680687415704,-0.13917310096006494,0,0,0,0,0,0,0,1,0,0
38,32.1,25.3,36.1,29.4,25.48,0.0,15.3,28.8,116.0,5.86,0,248,-1.959434878635765e-15,1.0,-0.8660254037844385,-0.5000000000000004,2021,0.9876883405951378,0.15643446504023092,-0.9902680687415704,-0.13917310096006494,0,0,0,0,0,0,0,1,0,0
39,33.0,26.0,37.7,30.6,24.82,0.0,13.0,26.3,118.0,5.72,0,249,0.20129852008865726,0.979529941252495,-0.8743466161445819,-0.4853019625310815,2021,0.9869963665602319,0.1607425656038261,-0.9896513868196702,-0.1434926219911794,0,0,0,0,0,0,0,1,0,0
40,31.8,26.7,36.6,31.5,19.14,0.0,15.2,28.4,92.0,4.43,0,250,0.39435585511331506,0.9189578116202322,-0.8824183993782189,-0.4704654806027561,2021,0.9869963665602319,0.1607425656038261,-0.9896513868196702,-0.1434926219911794,0,0,0,0,0,0,0,1,0,0
41,31.3,26.2,36.5,31.1,10.82,0.0,9.4,25.2,121.0,2.66,0,251,0.5712682150947942,0.820763441207275,-0.8902384508083516,-0.45549478669063387,2021,0.9862856015372313,0.16504760586067782,-0.9896513868196702,-0.1434926219911794,0,0,0,0,0,0,0,1,0,0
42,30.6,26.9,35.4,32.1,16.73,0.0,14.3,31.3,107.0,3.7,0,252,0.724792787229121,0.6889669190756855,-0.8978045395707417,-0.44039415155763423,2021,0.9862856015372313,0.16504760586067782,-0.9896513868196702,-0.1434926219911794,0,0,0,0,0,0,0,1,0,0
43,31.2,24.7,37.3,29.9,18.03,0.0,11.1,29.9,104.0,3.79,0,253,0.8486442574947513,0.528964010326962,-0.9051145072503212,-0.4251678830356407,2021,0.9855560590580777,0.16934950384902475,-0.9896513868196702,-0.1434926219911794,0,0,0,0,0,0,0,1,0,0
44,31.9,24.5,38.0,29.3,23.42,0.0,12.6,23.4,113.0,4.91,0,254,0.9377521321470803,0.34730525284482067,-0.9121662684969334,-0.40982032479658753,2021,0.9855560590580777,0.16934950384902475,-0.9896513868196702,-0.1434926219911794,0,0,0,0,0,0,0,1,0,0
45,32.5,26.3,39.0,31.9,23.58,0.0,7.7,20.2,92.0,4.99,0,255,0.9884683243281112,0.15142777750457798,-0.9189578116202306,-0.39435585511331867,2021,0.984807753012208,0.17364817766693041,-0.9890158633619168,-0.14780941112961046,0,0,0,0,0,0,0,1,0,0
46,32.6,26.0,37.6,31.2,21.79,0.0,13.4,24.5,121.0,4.87,0,256,0.9987165071710529,-0.050649168838710464,-0.9254871991635595,-0.3787788856105762,2021,0.984807753012208,0.17364817766693041,-0.9890158633619168,-0.14780941112961046,0,0,0,0,0,0,0,1,0,0
47,33.1,26.4,37.1,31.7,26.31,0.0,17.3,32.4,122.0,5.95,0,257,0.9680771188662051,-0.2506525322587175,-0.9317525684566683,-0.3630938600064748,2021,0.9840406976462909,0.17794354547384178,-0.9890158633619168,-0.14780941112961046,0,0,0,0,0,0,0,1,0,0
48,33.0,26.1,37.3,31.0,25.93,0.0,14.4,27.7,126.0,5.78,0,258,0.8978045395707435,-0.4403941515576306,-0.9377521321470803,-0.3473052528448206,2021,0.9840406976462909,0.17794354547384178,-0.9890158633619168,-0.14780941112961046,0,0,0,0,0,0,0,1,0,0
49,32.9,25.6,38.4,30.1,25.83,0.0,15.8,29.2,111.0,5.91,0,259,0.7907757369377016,-0.6121059825476589,-0.9434841787099801,-0.33141756821863616,2021,0.9832549075639546,0.18223552549214744,-0.9890158633619168,-0.14780941112961046,0,0,0,0,0,0,0,1,0,0
50,31.3,26.1,38.0,31.2,19.82,0.0,10.9,29.9,112.0,4.28,0,260,0.6513724827222267,-0.758758122692787,-0.9489470729364688,-0.31543533848525596,2021,0.9824503977255098,0.18652403600873457,-0.9890158633619168,-0.14780941112961046,0,0,0,0,0,0,0,1,0,0
51,31.9,26.1,36.3,30.9,20.91,0.0,17.3,32.8,115.0,4.84,0,261,0.48530196253108704,-0.8743466161445788,-0.9541392564000487,-0.2993631229733585,2021,0.9824503977255098,0.18652403600873457,-0.9890158633619168,-0.14780941112961046,0,0,0,0,0,0,0,1,0,0
52,31.7,25.9,35.8,30.9,15.42,0.0,14.0,33.5,109.0,3.73,0,262,0.2993631229733586,-0.9541392564000486,-0.9590592479012022,-0.2832055066823038,2021,0.981627183447664,0.19080899537654492,-0.9883615104677607,-0.15212338618991714,0,0,0,0,0,0,0,1,0,0
53,31.5,26.3,36.2,31.9,17.23,0.0,13.3,30.2,114.0,3.95,0,263,0.10116832198743379,-0.9948693233918949,-0.963705643889941,-0.2669670989741515,2021,0.981627183447664,0.19080899537654492,-0.9883615104677607,-0.15212338618991714,0,0,0,0,0,0,0,1,0,0
54,31.9,26.3,36.5,31.4,20.74,0.0,13.0,25.2,106.0,4.62,0,264,-0.10116832198742964,-0.9948693233918954,-0.9680771188662043,-0.2506525322587205,2021,0.9807852804032304,0.19509032201612833,-0.9883615104677607,-0.15212338618991714,0,0,0,0,0,0,0,1,0,0
55,32.7,26.4,39.7,31.8,21.58,0.0,8.9,21.6,126.0,4.59,0,265,-0.29936312297335466,-0.9541392564000499,-0.9721724257579907,-0.23426646067208215,2021,0.9807852804032304,0.19509032201612833,-0.9883615104677607,-0.15212338618991714,0,0,0,0,0,0,0,1,0,0
56,32.9,26.5,38.3,31.4,24.36,0.0,10.4,21.2,110.0,5.46,0,266,-0.48530196253107716,-0.8743466161445842,-0.9759903962771153,-0.2178135587488516,2021,0.9799247046208296,0.1993679344171974,-0.9883615104677607,-0.15212338618991714,0,0,0,0,0,0,0,1,0,0
57,32.7,25.9,38.4,30.1,24.68,0.0,11.0,22.7,124.0,5.45,0,267,-0.6513724827222181,-0.7587581226927944,-0.9795299412524945,-0.20129852008866023,2021,0.9799247046208296,0.1993679344171974,-0.9883615104677607,-0.15212338618991714,0,0,0,0,0,0,0,1,0,0
58,33.5,25.6,38.5,30.0,25.48,0.0,12.9,25.9,96.0,5.76,0,268,-0.7907757369376948,-0.6121059825476678,-0.9827900509408579,-0.18472605601718955,2021,0.9790454724845838,0.20364175114017766,-0.9883615104677607,-0.15212338618991714,0,0,0,0,0,0,0,1,0,0
59,33.0,26.0,38.8,31.1,25.86,0.0,11.6,24.1,102.0,5.7,0,269,-0.8978045395707385,-0.4403941515576407,-0.9857697953148037,-0.16810089424214847,2021,0.9790454724845838,0.20364175114017766,-0.9876883405951377,-0.15643446504023104,0,0,0,0,0,0,0,1,0,0
60,33.2,25.9,39.9,30.6,24.65,0.0,8.1,17.3,73.0,5.34,0,270,-0.9680771188662041,-0.25065253225872147,-0.9884683243281114,-0.15142777750457703,2021,0.9781476007338056,0.20791169081775945,-0.9876883405951377,-0.15643446504023104,0,0,0,0,0,0,0,1,0,0
61,32.2,25.3,38.1,30.0,20.73,0.0,11.2,26.3,331.0,4.5,0,271,-0.9987165071710528,-0.05064916883871462,-0.9908848681582388,-0.13471146222586142,2021,0.9781476007338056,0.20791169081775945,-0.9876883405951377,-0.15643446504023104,0,0,0,0,0,0,0,1,0,0
62,32.7,26.1,38.4,31.0,20.98,0.0,12.1,24.1,13.0,4.65,0,272,-0.9884683243281107,0.1514277775045809,-0.9930187374259337,-0.11795671715084566,2021,0.9772311064626789,0.21217767215644634,-0.9876883405951377,-0.15643446504023104,0,0,0,0,0,0,0,1,0,0
63,31.5,26.2,38.6,31.3,22.95,0.0,12.8,32.8,330.0,4.77,0,273,-0.9377521321470793,0.34730525284482344,-0.9948693233918952,-0.1011683219874319,2021,0.9772311064626789,0.21217767215644634,-0.9876883405951377,-0.15643446504023104,0,0,0,0,0,0,0,1,0,0
64,31.8,25.5,39.0,30.3,23.11,0.0,6.5,17.6,157.0,4.92,0,274,-0.8486442574947497,0.5289640103269645,-0.996436098130433,-0.08435106604304467,2021,0.9762960071199334,0.2164396139381029,-0.9876883405951377,-0.15643446504023104,0,0,0,0,0,0,0,1,0,0
65,31.2,25.9,39.0,30.7,22.98,0.0,9.2,19.8,162.0,5.01,0,275,-0.7247927872291189,0.6889669190756876,-0.9977186146800707,-0.06750974685836518,2021,0.9762960071199334,0.2164396139381029,-0.9876883405951377,-0.15643446504023104,0,0,0,0,0,0,0,1,0,0
66,32.2,25.2,38.7,29.2,23.78,0.0,6.4,15.1,141.0,5.09,0,276,-0.5712682150947919,0.8207634412072766,-0.9987165071710528,-0.05064916883871266,2021,0.9753423205085127,0.22069743502150108,-0.9876883405951377,-0.15643446504023104,0,0,0,0,0,0,0,1,0,0
67,33.0,25.3,39.8,29.5,27.17,0.0,12.3,23.4,93.0,5.82,0,277,-0.3943558551133189,0.9189578116202305,-0.999429490929718,-0.03377414188346819,2021,0.9753423205085127,0.22069743502150108,-0.9876883405951377,-0.15643446504023104,0,0,0,0,0,0,0,1,0,0
68,32.8,25.5,39.2,29.9,26.76,0.0,9.8,19.4,103.0,5.76,0,278,-0.20129852008866134,0.9795299412524943,-0.9998573625597098,-0.016889480013931205,2021,0.9743700647852352,0.22495105434386492,-0.9869963665602319,-0.160742565603826,0,0,0,0,0,0,0,1,0,0
69,33.6,25.9,39.9,30.6,27.06,0.0,10.5,21.6,94.0,5.92,0,279,-2.204364238465236e-15,1.0,-1.0,-1.8369701987210297e-16,2021,0.9743700647852352,0.22495105434386492,-0.9869963665602319,-0.160742565603826,0,0,0,0,0,0,0,1,0,0
70,33.0,25.9,39.3,30.8,24.76,0.0,8.0,18.0,253.0,5.36,0,280,0.201298520088657,0.9795299412524952,-0.9998573625597098,0.016889480013930838,2021,0.9733792584604485,0.22920039092241426,-0.9869963665602319,-0.160742565603826,0,0,0,0,0,0,0,1,0,0
71,34.1,25.4,38.0,29.4,27.13,0.0,14.1,27.4,113.0,6.3,0,281,0.39435585511331483,0.9189578116202323,-0.999429490929718,0.03377414188346782,2021,0.9733792584604485,0.22920039092241426,-0.9869963665602319,-0.160742565603826,0,0,0,0,0,0,0,1,0,0
72,33.0,25.5,39.2,29.6,26.56,0.0,10.8,21.6,33.0,5.81,0,282,0.5712682150947882,0.8207634412072792,-0.9987165071710529,0.050649168838712295,2021,0.9723699203976766,0.23344536385590547,-0.9869963665602319,-0.160742565603826,0,0,0,0,0,0,0,1,0,0
73,33.2,26.1,38.9,30.7,25.51,0.0,9.7,22.3,89.0,5.66,0,283,0.7247927872291208,0.6889669190756856,-0.9977186146800707,0.06750974685836571,2021,0.9723699203976766,0.23344536385590547,-0.9869963665602319,-0.160742565603826,0,0,0,0,0,0,0,1,0,0
74,33.7,26.7,39.2,31.8,25.78,0.0,11.8,25.6,103.0,5.73,0,284,0.8486442574947511,0.5289640103269622,-0.996436098130433,0.08435106604304518,2021,0.9713420698132614,0.2376858923261731,-0.9869963665602319,-0.160742565603826,0,0,0,0,0,0,0,1,0,0
75,33.2,27.1,39.5,32.7,23.66,0.0,10.3,23.0,68.0,5.25,0,285,0.9377521321470802,0.3473052528448209,-0.9948693233918952,0.10116832198743242,2021,0.9713420698132614,0.2376858923261731,-0.9869963665602319,-0.160742565603826,0,0,0,0,0,0,0,1,0,0
76,33.3,26.8,40.7,32.3,23.67,0.0,10.0,30.2,50.0,5.22,0,286,0.9884683243281112,0.15142777750457823,-0.9930187374259336,0.11795671715084617,2021,0.9713420698132614,0.2376858923261731,-0.9869963665602319,-0.160742565603826,0,0,0,0,0,0,0,1,0,0
77,32.1,26.8,37.6,32.3,19.26,0.0,12.4,32.0,89.0,4.06,0,287,0.998716507171053,-0.05064916883871022,-0.9908848681582388,0.13471146222586106,2021,0.9702957262759965,0.2419218955996679,-0.9869963665602319,-0.160742565603826,0,0,0,0,0,0,0,1,0,0
78,32.3,25.8,39.4,31.0,22.07,0.0,7.6,17.3,148.0,4.66,0,288,0.9680771188662052,-0.25065253225871725,-0.9884683243281114,0.15142777750457667,2021,0.9702957262759965,0.2419218955996679,-0.9869963665602319,-0.160742565603826,0,0,0,0,0,0,0,1,0,0
79,33.4,26.4,40.7,32.0,22.85,0.0,6.2,20.5,211.0,4.86,0,289,0.8978045395707436,-0.4403941515576304,-0.9857697953148038,0.1681008942421481,2021,0.9692309097067544,0.24615329302899316,-0.9869963665602319,-0.160742565603826,0,0,0,0,0,0,0,1,0,0
80,33.9,27.2,41.8,33.5,25.27,0.0,10.1,23.0,357.0,5.47,0,290,0.7907757369377018,-0.6121059825476587,-0.982790050940858,0.1847260560171892,2021,0.9692309097067544,0.24615329302899316,-0.9869963665602319,-0.160742565603826,0,0,0,0,0,0,0,1,0,0
81,34.4,26.8,41.9,32.0,25.55,0.0,11.3,23.4,326.0,5.7,0,292,0.48530196253108726,-0.8743466161445786,-0.9759903962771154,0.21781355874885125,2021,0.9681476403781077,0.2503800040544415,-0.9869963665602319,-0.160742565603826,0,0,0,0,0,0,0,1,0,0
82,33.6,26.7,42.0,32.8,25.11,0.0,11.8,23.8,42.0,5.43,0,294,0.10116832198743403,-0.9948693233918949,-0.9680771188662042,0.250652532258721,2021,0.9681476403781077,0.2503800040544415,-0.9869963665602319,-0.160742565603826,0,0,0,0,0,0,0,1,0,0
83,33.8,26.4,39.7,32.0,24.55,0.0,13.8,29.5,62.0,5.54,0,295,-0.10116832198742941,-0.9948693233918954,-0.9637056438899407,0.266967098974152,2021,0.9670459389139431,0.2546019482055276,-0.9876883405951377,-0.15643446504023104,0,0,0,0,0,0,0,1,0,0
84,30.1,26.9,35.7,32.4,14.72,0.0,10.8,32.8,80.0,3.22,0,296,-0.29936312297335443,-0.9541392564000499,-0.959059247901202,0.2832055066823043,2021,0.9670459389139431,0.2546019482055276,-0.9876883405951377,-0.15643446504023104,0,0,0,0,0,0,0,1,0,0
85,33.2,26.6,40.0,32.4,22.78,0.0,12.5,27.4,39.0,4.9,0,297,-0.48530196253107694,-0.8743466161445843,-0.9541392564000488,0.29936312297335815,2021,0.9670459389139431,0.2546019482055276,-0.9876883405951377,-0.15643446504023104,0,0,0,0,0,0,0,1,0,0
86,33.8,26.8,40.4,32.0,20.31,0.0,9.8,25.2,296.0,4.51,0,298,-0.6513724827222234,-0.7587581226927899,-0.948947072936469,0.31543533848525557,2021,0.9670459389139431,0.2546019482055276,-0.9876883405951377,-0.15643446504023104,0,0,0,0,0,0,0,1,0,0
87,32.3,26.7,38.5,32.7,20.04,0.0,12.1,27.0,37.0,4.3,0,299,-0.790775736937699,-0.6121059825476624,-0.9434841787099802,0.3314175682186358,2021,0.9659258262890683,0.25881904510252074,-0.9876883405951377,-0.15643446504023104,0,0,0,0,0,0,0,1,0,0
88,31.2,26.8,38.6,32.6,19.87,0.0,8.5,25.9,70.0,4.21,0,300,-0.8978045395707415,-0.44039415155763456,-0.9377521321470804,0.3473052528448203,2021,0.9659258262890683,0.25881904510252074,-0.9876883405951377,-0.15643446504023104,0,0,0,0,0,0,0,1,0,0
89,30.7,26.1,36.9,31.4,15.27,0.0,7.4,19.1,114.0,3.32,0,300,-0.8978045395707415,-0.44039415155763456,-0.9377521321470804,0.3473052528448203,2021,0.9659258262890683,0.25881904510252074,-0.9876883405951377,-0.15643446504023104,0,0,0,0,0,0,0,1,0,0
90,32.9,25.6,39.7,30.8,19.31,0.0,10.7,16.2,246.0,4.18,0,301,-0.968077118866204,-0.25065253225872175,-0.9317525684566685,0.3630938600064745,2021,0.9659258262890683,0.25881904510252074,-0.9876883405951377,-0.15643446504023104,0,0,0,0,0,0,0,1,0,0
91,33.1,25.7,39.8,31.6,22.45,0.0,10.2,20.5,72.0,4.77,0,302,-0.9987165071710526,-0.05064916883871487,-0.9254871991635596,0.3787788856105759,2021,0.9659258262890683,0.25881904510252074,-0.9883615104677607,-0.15212338618991714,0,0,0,0,0,0,0,1,0,0
92,33.0,26.0,40.8,31.2,19.22,0.0,10.8,20.2,245.0,4.2,0,303,-0.9884683243281118,0.15142777750457362,-0.9189578116202307,0.39435585511331833,2021,0.9647873238288129,0.26303121445797495,-0.9883615104677607,-0.15212338618991714,0,0,0,0,0,0,0,1,0,0
