,year,month,day,daysince,temperature_2m_max (°C),temperature_2m_min (°C),apparent_temperature_max (°C),apparent_temperature_min (°C),shortwave_radiation_sum (MJ/m²),snowfall_sum (cm),windspeed_10m_max (km/h),windgusts_10m_max (km/h),winddirection_10m_dominant (°),et0_fao_evapotranspiration (mm),elevation,sinrise,cosrise,sinset,cosset,city_b,city_le,city_lh,city_p,city_q,city_sa,city_si,city_su,city_t,city_u
15,2021,8,17,226,32.9,25.4,38.3,29.9,23.48,0.0,10.5,19.8,118.0,5.24,0,0.9940563382223196,0.10886687485196474,-0.9914448613738104,-0.13052619222005163,0,0,0,0,0,0,0,1,0,0
16,2021,8,18,227,31.9,26.3,36.8,31.2,21.13,0.0,14.0,26.6,115.0,4.71,0,0.9940563382223196,0.10886687485196474,-0.9914448613738104,-0.13052619222005163,0,0,0,0,0,0,0,1,0,0
17,2021,8,19,228,31.9,25.7,37.8,30.7,18.63,0.0,7.9,19.1,113.0,4.01,0,0.9935718556765875,0.11320321376790661,-0.9914448613738104,-0.13052619222005163,0,0,0,0,0,0,0,1,0,0
18,2021,8,20,229,32.6,25.3,37.6,29.8,20.11,0.0,9.0,20.5,95.0,4.52,0,0.9935718556765875,0.11320321376790661,-0.9914448613738104,-0.13052619222005163,0,0,0,0,0,0,0,1,0,0
19,2021,8,21,230,32.6,25.6,38.2,30.3,22.19,0.0,8.4,19.4,112.0,4.77,0,0.9930684569549263,0.1175373974578377,-0.9914448613738104,-0.13052619222005163,0,0,0,0,0,0,0,1,0,0
20,2021,8,22,231,32.2,25.4,37.6,29.9,22.72,0.0,10.5,20.9,96.0,4.96,0,0.9930684569549263,0.1175373974578377,-0.9914448613738104,-0.13052619222005163,0,0,0,0,0,0,0,1,0,0
21,2021,8,23,232,32.2,24.6,36.7,28.8,23.17,0.0,11.6,22.3,123.0,5.14,0,0.992546151641322,0.12186934340514749,-0.9914448613738104,-0.13052619222005163,0,0,0,0,0,0,0,1,0,0
22,2021,8,24,233,32.3,24.6,38.1,28.9,23.44,0.0,9.2,19.8,135.0,5.04,0,0.992546151641322,0.12186934340514749,-0.9914448613738104,-0.13052619222005163,0,0,0,0,0,0,0,1,0,0
23,2021,8,25,234,32.8,24.8,37.8,28.4,24.45,0.0,10.3,21.6,135.0,5.44,0,0.992546151641322,0.12186934340514749,-0.9914448613738104,-0.13052619222005163,0,0,0,0,0,0,0,1,0,0
24,2021,8,26,235,32.3,24.4,36.6,27.8,24.88,0.0,12.1,24.1,127.0,5.56,0,0.992004949679715,0.12619896913582973,-0.9908658973868822,-0.13485093027372277,0,0,0,0,0,0,0,1,0,0
25,2021,8,27,236,33.0,24.1,38.0,27.7,24.41,0.0,9.7,19.4,150.0,5.35,0,0.992004949679715,0.12619896913582973,-0.9908658973868822,-0.13485093027372277,0,0,0,0,0,0,0,1,0,0
26,2021,8,28,237,32.5,26.2,37.0,30.3,23.23,0.0,15.0,27.7,103.0,5.41,0,0.9914448613738104,0.1305261922200517,-0.9908658973868822,-0.13485093027372277,0,0,0,0,0,0,0,1,0,0
27,2021,8,29,238,32.8,26.0,37.3,30.5,23.5,0.0,15.1,29.5,124.0,5.55,0,0.9914448613738104,0.1305261922200517,-0.9908658973868822,-0.13485093027372277,0,0,0,0,0,0,0,1,0,0
28,2021,8,30,239,32.7,26.6,37.4,31.4,22.7,0.0,15.9,29.9,108.0,5.34,0,0.9908658973868822,0.13485093027372308,-0.9908658973868822,-0.13485093027372277,0,0,0,0,0,0,0,1,0,0
29,2021,8,31,240,33.4,25.9,38.3,30.8,24.71,0.0,13.9,27.0,105.0,5.67,0,0.9908658973868822,0.13485093027372308,-0.9908658973868822,-0.13485093027372277,0,0,0,0,0,0,0,1,0,0
30,2021,9,1,240,33.0,25.6,39.0,29.9,24.09,0.0,10.0,21.6,95.0,5.39,0,0.9902680687415703,0.1391731009600657,-0.9908658973868822,-0.13485093027372277,0,0,0,0,0,0,0,1,0,0
31,2021,9,2,241,32.8,25.7,37.2,29.3,24.72,0.0,9.5,19.1,142.0,5.65,0,0.9902680687415703,0.1391731009600657,-0.9908658973868822,-0.13485093027372277,0,0,0,0,0,0,0,1,0,0
32,2021,9,3,242,32.5,25.0,38.0,28.7,22.87,0.0,10.3,20.9,151.0,5.15,0,0.9896513868196702,0.1434926219911793,-0.9902680687415704,-0.13917310096006494,0,0,0,0,0,0,0,1,0,0
33,2021,9,4,243,32.6,25.3,38.6,28.8,22.98,0.0,12.5,24.8,130.0,5.15,0,0.9896513868196702,0.1434926219911793,-0.9902680687415704,-0.13917310096006494,0,0,0,0,0,0,0,1,0,0
34,2021,9,5,244,32.1,25.8,36.6,30.0,19.72,0.0,10.5,21.6,121.0,4.58,0,0.9890158633619168,0.14780941112961077,-0.9902680687415704,-0.13917310096006494,0,0,0,0,0,0,0,1,0,0
35,2021,9,6,245,32.4,26.2,37.0,30.9,21.38,0.0,15.3,31.7,105.0,4.94,0,0.9890158633619168,0.14780941112961077,-0.9902680687415704,-0.13917310096006494,0,0,0,0,0,0,0,1,0,0
36,2021,9,7,246,32.8,26.2,39.3,30.9,22.59,0.0,11.0,22.7,136.0,5.1,0,0.9883615104677607,0.1521233861899168,-0.9902680687415704,-0.13917310096006494,0,0,0,0,0,0,0,1,0,0
37,2021,9,8,247,32.8,26.1,37.2,30.7,22.83,0.0,14.1,28.1,121.0,5.33,0,0.9883615104677607,0.1521233861899168,-0.9902680687415704,-0.13917310096006494,0,0,0,0,0,0,0,1,0,0
38,2021,9,9,248,32.1,25.3,36.1,29.4,25.48,0.0,15.3,28.8,116.0,5.86,0,0.9876883405951378,0.15643446504023092,-0.9902680687415704,-0.13917310096006494,0,0,0,0,0,0,0,1,0,0
39,2021,9,10,249,33.0,26.0,37.7,30.6,24.82,0.0,13.0,26.3,118.0,5.72,0,0.9869963665602319,0.1607425656038261,-0.9896513868196702,-0.1434926219911794,0,0,0,0,0,0,0,1,0,0
40,2021,9,11,250,31.8,26.7,36.6,31.5,19.14,0.0,15.2,28.4,92.0,4.43,0,0.9869963665602319,0.1607425656038261,-0.9896513868196702,-0.1434926219911794,0,0,0,0,0,0,0,1,0,0
41,2021,9,12,251,31.3,26.2,36.5,31.1,10.82,0.0,9.4,25.2,121.0,2.66,0,0.9862856015372313,0.16504760586067782,-0.9896513868196702,-0.1434926219911794,0,0,0,0,0,0,0,1,0,0
42,2021,9,13,252,30.6,26.9,35.4,32.1,16.73,0.0,14.3,31.3,107.0,3.7,0,0.9862856015372313,0.16504760586067782,-0.9896513868196702,-0.1434926219911794,0,0,0,0,0,0,0,1,0,0
43,2021,9,14,253,31.2,24.7,37.3,29.9,18.03,0.0,11.1,29.9,104.0,3.79,0,0.9855560590580777,0.16934950384902475,-0.9896513868196702,-0.1434926219911794,0,0,0,0,0,0,0,1,0,0
44,2021,9,15,254,31.9,24.5,38.0,29.3,23.42,0.0,12.6,23.4,113.0,4.91,0,0.9855560590580777,0.16934950384902475,-0.9896513868196702,-0.1434926219911794,0,0,0,0,0,0,0,1,0,0
45,2021,9,16,255,32.5,26.3,39.0,31.9,23.58,0.0,7.7,20.2,92.0,4.99,0,0.984807753012208,0.17364817766693041,-0.9890158633619168,-0.14780941112961046,0,0,0,0,0,0,0,1,0,0
46,2021,9,17,256,32.6,26.0,37.6,31.2,21.79,0.0,13.4,24.5,121.0,4.87,0,0.984807753012208,0.17364817766693041,-0.9890158633619168,-0.14780941112961046,0,0,0,0,0,0,0,1,0,0
47,2021,9,18,257,33.1,26.4,37.1,31.7,26.31,0.0,17.3,32.4,122.0,5.95,0,0.9840406976462909,0.17794354547384178,-0.9890158633619168,-0.14780941112961046,0,0,0,0,0,0,0,1,0,0
48,2021,9,19,258,33.0,26.1,37.3,31.0,25.93,0.0,14.4,27.7,126.0,5.78,0,0.9840406976462909,0.17794354547384178,-0.9890158633619168,-0.14780941112961046,0,0,0,0,0,0,0,1,0,0
49,2021,9,20,259,32.9,25.6,38.4,30.1,25.83,0.0,15.8,29.2,111.0,5.91,0,0.9832549075639546,0.18223552549214744,-0.9890158633619168,-0.14780941112961046,0,0,0,0,0,0,0,1,0,0
50,2021,9,21,260,31.3,26.1,38.0,31.2,19.82,0.0,10.9,29.9,112.0,4.28,0,0.9824503977255098,0.18652403600873457,-0.9890158633619168,-0.14780941112961046,0,0,0,0,0,0,0,1,0,0
51,2021,9,22,261,31.9,26.1,36.3,30.9,20.91,0.0,17.3,32.8,115.0,4.84,0,0.9824503977255098,0.18652403600873457,-0.9890158633619168,-0.14780941112961046,0,0,0,0,0,0,0,1,0,0
52,2021,9,23,262,31.7,25.9,35.8,30.9,15.42,0.0,14.0,33.5,109.0,3.73,0,0.981627183447664,0.19080899537654492,-0.9883615104677607,-0.15212338618991714,0,0,0,0,0,0,0,1,0,0
53,2021,9,24,263,31.5,26.3,36.2,31.9,17.23,0.0,13.3,30.2,114.0,3.95,0,0.981627183447664,0.19080899537654492,-0.9883615104677607,-0.15212338618991714,0,0,0,0,0,0,0,1,0,0
54,2021,9,25,264,31.9,26.3,36.5,31.4,20.74,0.0,13.0,25.2,106.0,4.62,0,0.9807852804032304,0.19509032201612833,-0.9883615104677607,-0.15212338618991714,0,0,0,0,0,0,0,1,0,0
55,2021,9,26,265,32.7,26.4,39.7,31.8,21.58,0.0,8.9,21.6,126.0,4.59,0,0.9807852804032304,0.19509032201612833,-0.9883615104677607,-0.15212338618991714,0,0,0,0,0,0,0,1,0,0
56,2021,9,27,266,32.9,26.5,38.3,31.4,24.36,0.0,10.4,21.2,110.0,5.46,0,0.9799247046208296,0.1993679344171974,-0.9883615104677607,-0.15212338618991714,0,0,0,0,0,0,0,1,0,0
57,2021,9,28,267,32.7,25.9,38.4,30.1,24.68,0.0,11.0,22.7,124.0,5.45,0,0.9799247046208296,0.1993679344171974,-0.9883615104677607,-0.15212338618991714,0,0,0,0,0,0,0,1,0,0
58,2021,9,29,268,33.5,25.6,38.5,30.0,25.48,0.0,12.9,25.9,96.0,5.76,0,0.9790454724845838,0.20364175114017766,-0.9883615104677607,-0.15212338618991714,0,0,0,0,0,0,0,1,0,0
59,2021,9,30,269,33.0,26.0,38.8,31.1,25.86,0.0,11.6,24.1,102.0,5.7,0,0.9790454724845838,0.20364175114017766,-0.9876883405951377,-0.15643446504023104,0,0,0,0,0,0,0,1,0,0
60,2021,10,1,270,33.2,25.9,39.9,30.6,24.65,0.0,8.1,17.3,73.0,5.34,0,0.9781476007338056,0.20791169081775945,-0.9876883405951377,-0.15643446504023104,0,0,0,0,0,0,0,1,0,0
61,2021,10,2,271,32.2,25.3,38.1,30.0,20.73,0.0,11.2,26.3,331.0,4.5,0,0.9781476007338056,0.20791169081775945,-0.9876883405951377,-0.15643446504023104,0,0,0,0,0,0,0,1,0,0
62,2021,10,3,272,32.7,26.1,38.4,31.0,20.98,0.0,12.1,24.1,13.0,4.65,0,0.9772311064626789,0.21217767215644634,-0.9876883405951377,-0.15643446504023104,0,0,0,0,0,0,0,1,0,0
63,2021,10,4,273,31.5,26.2,38.6,31.3,22.95,0.0,12.8,32.8,330.0,4.77,0,0.9772311064626789,0.21217767215644634,-0.9876883405951377,-0.15643446504023104,0,0,0,0,0,0,0,1,0,0
64,2021,10,5,274,31.8,25.5,39.0,30.3,23.11,0.0,6.5,17.6,157.0,4.92,0,0.9762960071199334,0.2164396139381029,-0.9876883405951377,-0.15643446504023104,0,0,0,0,0,0,0,1,0,0
65,2021,10,6,275,31.2,25.9,39.0,30.7,22.98,0.0,9.2,19.8,162.0,5.01,0,0.9762960071199334,0.2164396139381029,-0.9876883405951377,-0.15643446504023104,0,0,0,0,0,0,0,1,0,0
66,2021,10,7,276,32.2,25.2,38.7,29.2,23.78,0.0,6.4,15.1,141.0,5.09,0,0.9753423205085127,0.22069743502150108,-0.9876883405951377,-0.15643446504023104,0,0,0,0,0,0,0,1,0,0
67,2021,10,8,277,33.0,25.3,39.8,29.5,27.17,0.0,12.3,23.4,93.0,5.82,0,0.9753423205085127,0.22069743502150108,-0.9876883405951377,-0.15643446504023104,0,0,0,0,0,0,0,1,0,0
68,2021,10,9,278,32.8,25.5,39.2,29.9,26.76,0.0,9.8,19.4,103.0,5.76,0,0.9743700647852352,0.22495105434386492,-0.9869963665602319,-0.160742565603826,0,0,0,0,0,0,0,1,0,0
69,2021,10,10,279,33.6,25.9,39.9,30.6,27.06,0.0,10.5,21.6,94.0,5.92,0,0.9743700647852352,0.22495105434386492,-0.9869963665602319,-0.160742565603826,0,0,0,0,0,0,0,1,0,0
70,2021,10,11,280,33.0,25.9,39.3,30.8,24.76,0.0,8.0,18.0,253.0,5.36,0,0.9733792584604485,0.22920039092241426,-0.9869963665602319,-0.160742565603826,0,0,0,0,0,0,0,1,0,0
71,2021,10,12,281,34.1,25.4,38.0,29.4,27.13,0.0,14.1,27.4,113.0,6.3,0,0.9733792584604485,0.22920039092241426,-0.9869963665602319,-0.160742565603826,0,0,0,0,0,0,0,1,0,0
72,2021,10,13,282,33.0,25.5,39.2,29.6,26.56,0.0,10.8,21.6,33.0,5.81,0,0.9723699203976766,0.23344536385590547,-0.9869963665602319,-0.160742565603826,0,0,0,0,0,0,0,1,0,0
73,2021,10,14,283,33.2,26.1,38.9,30.7,25.51,0.0,9.7,22.3,89.0,5.66,0,0.9723699203976766,0.23344536385590547,-0.9869963665602319,-0.160742565603826,0,0,0,0,0,0,0,1,0,0
74,2021,10,15,284,33.7,26.7,39.2,31.8,25.78,0.0,11.8,25.6,103.0,5.73,0,0.9713420698132614,0.2376858923261731,-0.9869963665602319,-0.160742565603826,0,0,0,0,0,0,0,1,0,0
75,2021,10,16,285,33.2,27.1,39.5,32.7,23.66,0.0,10.3,23.0,68.0,5.25,0,0.9713420698132614,0.2376858923261731,-0.9869963665602319,-0.160742565603826,0,0,0,0,0,0,0,1,0,0
76,2021,10,17,286,33.3,26.8,40.7,32.3,23.67,0.0,10.0,30.2,50.0,5.22,0,0.9713420698132614,0.2376858923261731,-0.9869963665602319,-0.160742565603826,0,0,0,0,0,0,0,1,0,0
77,2021,10,18,287,32.1,26.8,37.6,32.3,19.26,0.0,12.4,32.0,89.0,4.06,0,0.9702957262759965,0.2419218955996679,-0.9869963665602319,-0.160742565603826,0,0,0,0,0,0,0,1,0,0
78,2021,10,19,288,32.3,25.8,39.4,31.0,22.07,0.0,7.6,17.3,148.0,4.66,0,0.9702957262759965,0.2419218955996679,-0.9869963665602319,-0.160742565603826,0,0,0,0,0,0,0,1,0,0
79,2021,10,20,289,33.4,26.4,40.7,32.0,22.85,0.0,6.2,20.5,211.0,4.86,0,0.9692309097067544,0.24615329302899316,-0.9869963665602319,-0.160742565603826,0,0,0,0,0,0,0,1,0,0
80,2021,10,21,290,33.9,27.2,41.8,33.5,25.27,0.0,10.1,23.0,357.0,5.47,0,0.9692309097067544,0.24615329302899316,-0.9869963665602319,-0.160742565603826,0,0,0,0,0,0,0,1,0,0
81,2021,10,23,292,34.4,26.8,41.9,32.0,25.55,0.0,11.3,23.4,326.0,5.7,0,0.9681476403781077,0.2503800040544415,-0.9869963665602319,-0.160742565603826,0,0,0,0,0,0,0,1,0,0
82,2021,10,25,294,33.6,26.7,42.0,32.8,25.11,0.0,11.8,23.8,42.0,5.43,0,0.9681476403781077,0.2503800040544415,-0.9869963665602319,-0.160742565603826,0,0,0,0,0,0,0,1,0,0
83,2021,10,26,295,33.8,26.4,39.7,32.0,24.55,0.0,13.8,29.5,62.0,5.54,0,0.9670459389139431,0.2546019482055276,-0.9876883405951377,-0.15643446504023104,0,0,0,0,0,0,0,1,0,0
84,2021,10,27,296,30.1,26.9,35.7,32.4,14.72,0.0,10.8,32.8,80.0,3.22,0,0.9670459389139431,0.2546019482055276,-0.9876883405951377,-0.15643446504023104,0,0,0,0,0,0,0,1,0,0
85,2021,10,28,297,33.2,26.6,40.0,32.4,22.78,0.0,12.5,27.4,39.0,4.9,0,0.9670459389139431,0.2546019482055276,-0.9876883405951377,-0.15643446504023104,0,0,0,0,0,0,0,1,0,0
86,2021,10,29,298,33.8,26.8,40.4,32.0,20.31,0.0,9.8,25.2,296.0,4.51,0,0.9670459389139431,0.2546019482055276,-0.9876883405951377,-0.15643446504023104,0,0,0,0,0,0,0,1,0,0
87,2021,10,30,299,32.3,26.7,38.5,32.7,20.04,0.0,12.1,27.0,37.0,4.3,0,0.9659258262890683,0.25881904510252074,-0.9876883405951377,-0.15643446504023104,0,0,0,0,0,0,0,1,0,0
88,2021,10,31,300,31.2,26.8,38.6,32.6,19.87,0.0,8.5,25.9,70.0,4.21,0,0.9659258262890683,0.25881904510252074,-0.9876883405951377,-0.15643446504023104,0,0,0,0,0,0,0,1,0,0
89,2021,11,1,300,30.7,26.1,36.9,31.4,15.27,0.0,7.4,19.1,114.0,3.32,0,0.9659258262890683,0.25881904510252074,-0.9876883405951377,-0.15643446504023104,0,0,0,0,0,0,0,1,0,0
90,2021,11,2,301,32.9,25.6,39.7,30.8,19.31,0.0,10.7,16.2,246.0,4.18,0,0.9659258262890683,0.25881904510252074,-0.9876883405951377,-0.15643446504023104,0,0,0,0,0,0,0,1,0,0
91,2021,11,3,302,33.1,25.7,39.8,31.6,22.45,0.0,10.2,20.5,72.0,4.77,0,0.9659258262890683,0.25881904510252074,-0.9883615104677607,-0.15212338618991714,0,0,0,0,0,0,0,1,0,0
92,2021,11,4,303,33.0,26.0,40.8,31.2,19.22,0.0,10.8,20.2,245.0,4.2,0,0.9647873238288129,0.26303121445797495,-0.9883615104677607,-0.15212338618991714,0,0,0,0,0,0,0,1,0,0
93,2021,11,5,304,29.7,25.4,35.5,30.6,12.5,0.0,13.9,32.0,114.0,2.79,0,0.9647873238288129,0.26303121445797495,-0.9883615104677607,-0.15212338618991714,0,0,0,0,0,0,0,1,0,0
94,2021,11,6,305,31.8,26.2,38.4,31.7,17.27,0.0,9.1,18.0,112.0,3.8,0,0.9647873238288129,0.26303121445797495,-0.9883615104677607,-0.15212338618991714,0,0,0,0,0,0,0,1,0,0
95,2021,11,7,306,33.0,27.3,40.9,33.7,21.0,0.0,8.1,22.3,50.0,4.52,0,0.9647873238288129,0.26303121445797495,-0.9883615104677607,-0.15212338618991714,0,0,0,0,0,0,0,1,0,0
96,2021,11,8,307,32.0,26.2,39.5,32.2,19.44,0.0,8.4,20.5,310.0,4.18,0,0.9647873238288129,0.26303121445797495,-0.9890158633619168,-0.14780941112961046,0,0,0,0,0,0,0,1,0,0
97,2021,11,9,308,33.1,26.7,40.2,32.5,18.94,0.0,6.1,17.3,265.0,4.05,0,0.9647873238288129,0.26303121445797495,-0.9890158633619168,-0.14780941112961046,0,0,0,0,0,0,0,1,0,0
98,2021,11,10,309,33.1,25.8,41.4,31.2,20.96,0.0,7.7,20.5,221.0,4.46,0,0.9647873238288129,0.26303121445797495,-0.9890158633619168,-0.14780941112961046,0,0,0,0,0,0,0,1,0,0
99,2021,11,11,310,31.4,26.0,38.0,31.6,13.78,0.0,8.3,21.2,271.0,3.0,0,0.9647873238288129,0.26303121445797495,-0.9890158633619168,-0.14780941112961046,0,0,0,0,0,0,0,1,0,0
100,2021,11,12,311,29.8,25.6,37.0,30.9,11.64,0.0,6.9,18.7,234.0,2.57,0,0.9647873238288129,0.26303121445797495,-0.9896513868196702,-0.1434926219911794,0,0,0,0,0,0,0,1,0,0
101,2021,11,13,312,30.5,26.4,37.0,32.5,16.89,0.0,8.7,21.6,53.0,3.53,0,0.9647873238288129,0.26303121445797495,-0.9896513868196702,-0.1434926219911794,0,0,0,0,0,0,0,1,0,0
102,2021,11,14,313,30.2,25.4,37.2,30.5,12.92,0.0,5.9,22.3,219.0,2.74,0,0.9647873238288129,0.26303121445797495,-0.9896513868196702,-0.1434926219911794,0,0,0,0,0,0,0,1,0,0
103,2021,11,15,314,29.0,25.3,35.2,30.6,7.46,0.0,11.1,16.6,279.0,1.67,0,0.9647873238288129,0.26303121445797495,-0.9902680687415704,-0.13917310096006494,0,0,0,0,0,0,0,1,0,0
104,2021,11,16,315,29.7,25.0,36.6,30.3,15.84,0.0,5.8,17.6,129.0,3.26,0,0.9647873238288129,0.26303121445797495,-0.9902680687415704,-0.13917310096006494,0,0,0,0,0,0,0,1,0,0
105,2021,11,17,316,30.4,25.0,36.8,30.5,22.2,0.0,10.8,22.7,121.0,4.46,0,0.9647873238288129,0.26303121445797495,-0.9902680687415704,-0.13917310096006494,0,0,0,0,0,0,0,1,0,0
106,2021,11,18,317,32.4,25.9,39.6,31.5,22.29,0.0,8.4,20.2,115.0,4.73,0,0.9647873238288129,0.26303121445797495,-0.9908658973868822,-0.13485093027372277,0,0,0,0,0,0,0,1,0,0
107,2021,11,19,318,31.9,25.8,39.3,31.5,21.32,0.0,8.5,25.6,330.0,4.51,0,0.9647873238288129,0.26303121445797495,-0.9908658973868822,-0.13485093027372277,0,0,0,0,0,0,0,1,0,0
108,2021,11,20,319,26.8,25.6,32.8,30.6,4.84,0.0,8.0,16.2,261.0,1.17,0,0.9647873238288129,0.26303121445797495,-0.9908658973868822,-0.13485093027372277,0,0,0,0,0,0,0,1,0,0
109,2021,11,21,320,30.9,25.5,36.8,31.1,14.48,0.0,7.7,16.6,150.0,3.1,0,0.9647873238288129,0.26303121445797495,-0.9914448613738104,-0.13052619222005163,0,0,0,0,0,0,0,1,0,0
110,2021,11,22,321,32.0,26.1,39.7,32.5,23.09,0.0,11.3,23.4,278.0,4.8,0,0.9647873238288129,0.26303121445797495,-0.9914448613738104,-0.13052619222005163,0,0,0,0,0,0,0,1,0,0
111,2021,11,23,322,31.4,25.6,37.7,30.6,18.16,0.0,11.7,25.9,283.0,3.81,0,0.9647873238288129,0.26303121445797495,-0.992004949679715,-0.12619896913583006,0,0,0,0,0,0,0,1,0,0
112,2021,11,24,323,31.6,25.3,37.6,30.5,16.67,0.0,9.5,22.3,280.0,3.58,0,0.9659258262890683,0.25881904510252074,-0.992004949679715,-0.12619896913583006,0,0,0,0,0,0,0,1,0,0
113,2021,11,25,324,30.8,25.7,38.7,31.5,16.12,0.0,9.0,19.1,262.0,3.46,0,0.9659258262890683,0.25881904510252074,-0.992004949679715,-0.12619896913583006,0,0,0,0,0,0,0,1,0,0
114,2021,11,26,325,31.0,25.6,38.3,30.8,17.36,0.0,9.1,23.4,263.0,3.66,0,0.9659258262890683,0.25881904510252074,-0.9925461516413221,-0.12186934340514717,0,0,0,0,0,0,0,1,0,0
115,2021,11,27,326,30.4,26.2,37.8,31.7,13.94,0.0,7.6,19.1,254.0,2.99,0,0.9659258262890683,0.25881904510252074,-0.9925461516413221,-0.12186934340514717,0,0,0,0,0,0,0,1,0,0
116,2021,11,28,327,29.3,25.0,35.0,29.7,8.36,0.0,7.1,18.7,242.0,1.91,0,0.9659258262890683,0.25881904510252074,-0.9930684569549263,-0.1175373974578376,0,0,0,0,0,0,0,1,0,0
117,2021,11,29,328,30.4,24.3,35.6,29.1,15.71,0.0,6.3,17.6,172.0,3.39,0,0.9670459389139431,0.2546019482055276,-0.9930684569549263,-0.1175373974578376,0,0,0,0,0,0,0,1,0,0
118,2021,11,30,329,30.7,25.4,37.2,30.6,14.36,0.0,10.4,17.6,262.0,3.11,0,0.9670459389139431,0.2546019482055276,-0.9935718556765875,-0.11320321376790694,0,0,0,0,0,0,0,1,0,0
119,2021,12,1,330,31.3,24.8,37.6,29.4,15.35,0.0,9.1,22.7,281.0,3.28,0,0.9670459389139431,0.2546019482055276,-0.9935718556765875,-0.11320321376790694,0,0,0,0,0,0,0,1,0,0
120,2021,12,2,331,31.0,25.6,39.4,31.1,22.19,0.0,9.0,19.4,193.0,4.64,0,0.9670459389139431,0.2546019482055276,-0.9940563382223195,-0.10886687485196507,0,0,0,0,0,0,0,1,0,0
121,2021,12,3,332,30.6,25.9,35.9,31.1,17.47,0.0,13.7,28.4,279.0,3.65,0,0.9681476403781077,0.2503800040544415,-0.9940563382223195,-0.10886687485196507,0,0,0,0,0,0,0,1,0,0
