,snowfall_sum (cm),windgusts_10m_max (km/h),et0_fao_evapotranspiration (mm),elevation,daysince,sinday,cosday,sindmo,cosdmo,year,sinrise,cosrise,sinset,cosset,city_b,city_le,city_lh,city_p,city_q,city_sa,city_si,city_su,city_t,city_u,temperature_2m (°C),relativehumidity_2m (%),dewpoint_2m (°C),apparent_temperature (°C),pressure_msl (hPa),surface_pressure (hPa),cloudcover (%),cloudcover_low (%),cloudcover_high (%),shortwave_radiation (W/m²),diffuse_radiation (W/m²),direct_normal_irradiance (W/m²),windgusts_10m (km/h),vapor_pressure_deficit (kPa),temp_2m_diff,app_temp_diff,soil_temp,soil_moist,windspeed,winddirect
20,0.0,20.9,4.96,0,1326,-0.9884683243281142,0.1514277775045586,-0.3943558551133161,-0.9189578116202317,2021,0.9930684569549263,0.1175373974578377,-0.9914448613738104,-0.13052619222005163,0,0,0,0,0,0,0,1,0,0,28.42083333333333,64.875,20.64583333333333,33.44583333333333,1010.6875,1012.9875,30.625,6.208333333333333,68.75,263.0,50.958333333333336,304.20416666666665,14.583333333333334,1.4841666666666666,6.800000000000004,7.700000000000003,30.309374999999996,0.11496874999999995,7.289583333333333,128.79166666666666
21,0.0,22.3,5.14,0,1327,-0.9377521321470896,0.34730525284479563,-0.4098203247965866,-0.9121662684969337,2021,0.992546151641322,0.12186934340514749,-0.9914448613738104,-0.13052619222005163,0,0,0,0,0,0,0,1,0,0,28.204166666666666,61.583333333333336,19.308333333333334,32.56666666666667,1010.6791666666668,1012.9791666666666,29.625,1.9583333333333333,86.375,268.125,59.75,293.9291666666667,14.929166666666667,1.63,7.600000000000001,7.900000000000002,30.278125000000003,0.1140520833333333,8.316666666666666,136.375
22,0.0,19.8,5.04,0,1328,-0.848644257494739,0.5289640103269816,-0.42516788303564135,-0.9051145072503209,2021,0.992546151641322,0.12186934340514749,-0.9914448613738104,-0.13052619222005163,0,0,0,0,0,0,0,1,0,0,27.65833333333333,63.083333333333336,19.266666666666666,32.641666666666666,1010.7375,1013.0375,24.58333333333333,0.6666666666666666,79.41666666666667,271.3333333333333,54.333333333333336,307.5625,13.945833333333333,1.5329166666666667,7.699999999999996,9.200000000000003,30.304166666666667,0.11239583333333329,6.272916666666665,139.60416666666666
23,0.0,21.6,5.44,0,1329,-0.7247927872291492,0.6889669190756559,-0.4403941515576333,-0.8978045395707421,2021,0.992546151641322,0.12186934340514749,-0.9914448613738104,-0.13052619222005163,0,0,0,0,0,0,0,1,0,0,28.1,60.583333333333336,19.0125,32.5625,1010.3125,1012.6125,7.708333333333333,0.375,23.166666666666668,282.9583333333333,43.25,342.70416666666665,15.170833333333334,1.6666666666666667,7.9999999999999964,9.399999999999999,30.405208333333334,0.11092708333333332,8.497916666666667,141.47916666666669
24,0.0,24.1,5.56,0,1330,-0.571268215094787,0.8207634412072801,-0.4554947866906345,-0.8902384508083513,2021,0.992004949679715,0.12619896913582973,-0.9908658973868822,-0.13485093027372277,0,0,0,0,0,0,0,1,0,0,27.77916666666667,56.458333333333336,17.295833333333334,31.55,1009.6375,1011.9375,13.416666666666666,0.0833333333333333,44.29166666666666,287.9166666666667,44.16666666666666,348.1458333333333,16.595833333333335,1.8116666666666663,7.899999999999999,8.8,30.370833333333334,0.1098020833333333,9.102083333333333,134.5625
25,0.0,19.4,5.35,0,1331,-0.3943558551133723,0.9189578116202076,-0.4704654806027513,-0.8824183993782214,2021,0.992004949679715,0.12619896913582973,-0.9908658973868822,-0.13485093027372277,0,0,0,0,0,0,0,1,0,0,27.875,58.875,17.983333333333334,32.34583333333333,1009.8333333333334,1012.1333333333332,15.333333333333334,0.0833333333333333,23.25,282.5,44.91666666666666,337.575,13.708333333333334,1.77125,8.899999999999999,10.3,30.46666666666667,0.10904166666666665,7.177083333333333,151.64583333333331
26,0.0,27.7,5.41,0,1332,-0.2012985200886695,0.9795299412524926,-0.48530196253107827,-0.8743466161445836,2021,0.9914448613738104,0.1305261922200517,-0.9908658973868822,-0.13485093027372277,0,0,0,0,0,0,0,1,0,0,28.52083333333333,61.16666666666666,19.808333333333334,32.86666666666667,1009.2,1011.5,28.375,2.6666666666666665,34.833333333333336,268.9166666666667,54.833333333333336,299.625,17.495833333333334,1.62875,6.300000000000001,6.699999999999999,30.765625,0.10863541666666665,10.979166666666668,127.47916666666666
27,0.0,29.5,5.55,0,1333,-1.763738983026824e-14,1.0,-0.5000000000000018,-0.8660254037844376,2021,0.9914448613738104,0.1305261922200517,-0.9908658973868822,-0.13485093027372277,0,0,0,0,0,0,0,1,0,0,29.0875,62.41666666666666,20.454166666666666,33.604166666666664,1009.0458333333332,1011.3458333333332,27.08333333333333,5.291666666666667,22.33333333333333,272.0416666666667,51.0,314.25,19.22083333333333,1.6641666666666666,6.799999999999997,6.799999999999997,30.866666666666667,0.10846874999999995,11.2625,133.29166666666669
28,0.0,29.9,5.34,0,1334,0.20129852008863494,0.9795299412524997,-0.514555400028626,-0.8574571361306528,2021,0.9908658973868822,0.13485093027372308,-0.9908658973868822,-0.13485093027372277,0,0,0,0,0,0,0,1,0,0,28.929166666666664,63.79166666666666,20.879166666666663,33.670833333333334,1009.5791666666668,1011.8791666666666,31.625,5.291666666666667,71.54166666666667,262.75,55.91666666666666,286.8958333333333,18.316666666666663,1.5608333333333333,6.100000000000001,6.0,30.942708333333336,0.10781249999999995,11.545833333333334,122.9375
29,0.0,27.0,5.67,0,1335,0.39435585511328763,0.9189578116202439,-0.528964010326961,-0.8486442574947518,2021,0.9908658973868822,0.13485093027372308,-0.9908658973868822,-0.13485093027372277,0,0,0,0,0,0,0,1,0,0,29.02916666666667,63.25,20.604166666666668,33.6625,1010.2375,1012.5375,9.416666666666666,1.9166666666666667,21.83333333333333,286.0,43.333333333333336,342.25,17.175,1.6229166666666666,7.5,7.4999999999999964,31.063541666666673,0.10763541666666665,10.404166666666667,119.5
30,0.0,21.6,5.39,0,1335,0.39435585511328763,0.9189578116202439,-0.528964010326961,-0.8486442574947518,2021,0.9902680687415703,0.1391731009600657,-0.9908658973868822,-0.13485093027372277,0,0,0,0,0,0,0,1,0,0,28.879166666666663,64.33333333333333,20.85,33.85,1010.3583333333332,1012.6583333333332,15.625,6.708333333333333,26.75,278.875,47.708333333333336,322.625,15.829166666666666,1.5625,7.399999999999999,9.100000000000001,31.119791666666668,0.10735416666666664,8.4375,108.54166666666666
31,0.0,19.1,5.65,0,1336,0.5712682150948046,0.8207634412072677,-0.5432217204804188,-0.8395892819696388,2021,0.9902680687415703,0.1391731009600657,-0.9908658973868822,-0.13485093027372277,0,0,0,0,0,0,0,1,0,0,29.004166666666663,54.208333333333336,17.900000000000002,32.541666666666664,1010.5958333333332,1012.8958333333334,25.791666666666668,5.083333333333333,64.45833333333333,286.1666666666667,52.79166666666666,325.40416666666664,15.904166666666669,1.985,7.099999999999998,7.900000000000002,31.230208333333337,0.1068958333333333,8.854166666666668,142.0625
32,0.0,20.9,5.15,0,1337,0.7247927872290857,0.6889669190757226,-0.5573244631224349,-0.8302947927123774,2021,0.9896513868196702,0.1434926219911793,-0.9902680687415704,-0.13917310096006494,0,0,0,0,0,0,0,1,0,0,28.316666666666663,59.583333333333336,19.004166666666663,32.583333333333336,1009.925,1012.225,26.791666666666668,1.0833333333333333,82.95833333333333,264.6666666666667,66.58333333333333,261.5,15.004166666666665,1.7204166666666667,7.5,9.3,30.878125,0.106625,7.652083333333334,144.33333333333331
33,0.0,24.8,5.15,0,1338,0.8486442574947505,0.5289640103269633,-0.5712682150947922,-0.8207634412072764,2021,0.9896513868196702,0.1434926219911793,-0.9902680687415704,-0.13917310096006494,0,0,0,0,0,0,0,1,0,0,28.616666666666664,58.875,19.20833333333333,33.0,1010.2916666666666,1012.5916666666668,20.416666666666668,1.2083333333333333,50.91666666666666,265.9583333333333,52.125,292.6083333333333,14.508333333333333,1.745,7.300000000000001,9.8,31.00104166666667,0.10651041666666665,7.2375,140.375
34,0.0,21.6,4.58,0,1339,0.9377521321470773,0.3473052528448287,-0.5850489985953089,-0.8109979465095002,2021,0.9890158633619168,0.14780941112961077,-0.9902680687415704,-0.13917310096006494,0,0,0,0,0,0,0,1,0,0,28.679166666666664,62.375,20.40833333333333,33.00833333333333,1010.6875,1012.9875,55.5,2.208333333333333,94.20833333333331,228.25,89.25,190.70416666666665,14.495833333333332,1.5670833333333334,6.300000000000001,6.600000000000001,30.965625000000003,0.10667708333333333,8.272916666666667,137.64583333333331
35,0.0,31.7,4.94,0,1340,0.9884683243281088,0.15142777750459346,-0.5986628823126149,-0.8010010944693847,2021,0.9890158633619168,0.14780941112961077,-0.9902680687415704,-0.13917310096006494,0,0,0,0,0,0,0,1,0,0,28.75,64.41666666666667,20.945833333333333,33.604166666666664,1011.075,1013.375,36.79166666666666,2.1666666666666665,43.5,247.45833333333331,59.833333333333336,256.4291666666667,17.304166666666667,1.50625,6.199999999999999,6.100000000000001,31.121875,0.10631249999999998,9.697916666666668,121.95833333333331
36,0.0,22.7,5.1,0,1341,0.9987165071710541,-0.05064916883868771,-0.612105982547664,-0.7907757369376976,2021,0.9883615104677607,0.1521233861899168,-0.9902680687415704,-0.13917310096006494,0,0,0,0,0,0,0,1,0,0,28.90416666666667,65.08333333333333,21.0625,34.229166666666664,1010.9375,1013.2375,28.041666666666668,9.041666666666666,32.875,261.5,50.875,293.3958333333333,14.8125,1.5308333333333335,6.599999999999998,8.399999999999999,31.261458333333334,0.10580208333333332,7.275,136.5625
37,0.0,28.1,5.33,0,1342,0.9680771188662126,-0.25065253225868855,-0.6253744643216338,-0.7803247909520943,2021,0.9883615104677607,0.1521233861899168,-0.9902680687415704,-0.13917310096006494,0,0,0,0,0,0,0,1,0,0,28.7625,62.875,20.525,33.204166666666666,1010.2791666666668,1012.5791666666668,38.083333333333336,6.166666666666667,72.70833333333333,264.2083333333333,53.583333333333336,293.40000000000003,17.724999999999998,1.5745833333333332,6.699999999999996,6.5000000000000036,31.238541666666666,0.10557291666666666,10.675,135.52083333333334
38,0.0,28.8,5.86,0,1343,0.8978045395707598,-0.4403941515575974,-0.6384645424699817,-0.7696512379049337,2021,0.9876883405951378,0.15643446504023092,-0.9902680687415704,-0.13917310096006494,0,0,0,0,0,0,0,1,0,0,28.4875,60.66666666666666,19.20833333333333,32.425000000000004,1011.0,1013.3,29.70833333333333,1.125,89.16666666666667,294.9166666666667,45.375,346.4291666666666,18.929166666666667,1.7079166666666667,6.800000000000001,6.700000000000003,31.14166666666667,0.10540624999999998,10.839583333333334,143.47916666666669
39,0.0,26.3,5.72,0,1344,0.7907757369376939,-0.6121059825476689,-0.6513724827222218,-0.7587581226927913,2021,0.9869963665602319,0.1607425656038261,-0.9896513868196702,-0.1434926219911794,0,0,0,0,0,0,0,1,0,0,29.2,61.25,20.1875,33.791666666666664,1010.875,1013.175,22.541666666666668,0.25,54.66666666666666,287.2916666666667,47.583333333333336,325.9583333333333,16.566666666666666,1.74625,7.0,7.100000000000001,31.38958333333333,0.10476041666666665,9.5875,139.22916666666666
40,0.0,28.4,4.43,0,1345,0.6513724827222656,-0.7587581226927537,-0.6640946027672372,-0.7476485528478106,2021,0.9869963665602319,0.1607425656038261,-0.9896513868196702,-0.1434926219911794,0,0,0,0,0,0,0,1,0,0,28.866666666666664,66.20833333333333,21.5875,33.49166666666667,1010.2958333333332,1012.5958333333332,63.083333333333336,8.875,77.75,221.58333333333331,57.75,210.84166666666667,17.016666666666666,1.4216666666666666,5.100000000000001,5.100000000000001,31.342708333333334,0.10460416666666662,9.004166666666666,112.64583333333334
41,0.0,25.2,2.66,0,1346,0.4853019625310883,-0.8743466161445781,-0.6766272733037568,-0.7363256976511978,2021,0.9862856015372313,0.16504760586067782,-0.9896513868196702,-0.1434926219911794,0,0,0,0,0,0,0,1,0,0,26.89583333333333,79.66666666666667,22.979166666666668,33.09583333333333,1009.8791666666666,1012.1791666666668,79.04166666666667,10.041666666666666,83.58333333333333,125.25,88.0,54.37083333333334,17.283333333333335,0.74375,5.100000000000001,5.399999999999999,29.999999999999996,0.12067708333333332,9.552083333333334,120.79166666666666
42,0.0,31.3,3.7,0,1347,0.2993631229733736,-0.9541392564000439,-0.6889669190756873,-0.7247927872291193,2021,0.9862856015372313,0.16504760586067782,-0.9896513868196702,-0.1434926219911794,0,0,0,0,0,0,0,1,0,0,27.33333333333333,78.0,23.016666666666666,33.46666666666667,1010.5,1012.8,53.79166666666666,15.416666666666666,46.375,193.58333333333331,85.91666666666667,148.90833333333333,20.383333333333333,0.8379166666666666,3.700000000000003,3.299999999999997,29.730208333333334,0.12959374999999998,10.56875,115.45833333333331
43,0.0,29.9,3.79,0,1348,0.10116832198745646,-0.9948693233918927,-0.701110019892052,-0.7130531116312209,2021,0.9855560590580777,0.16934950384902475,-0.9896513868196702,-0.1434926219911794,0,0,0,0,0,0,0,1,0,0,27.0375,81.125,23.40833333333333,33.3625,1011.7208333333332,1014.0208333333334,67.125,25.45833333333333,70.33333333333333,208.70833333333331,77.20833333333333,178.75,15.770833333333334,0.7129166666666666,6.5,7.399999999999999,29.777083333333334,0.14251041666666664,6.883333333333334,126.66666666666669
44,0.0,23.4,4.91,0,1349,-0.10116832198739992,-0.9948693233918984,-0.7130531116312209,-0.701110019892052,2021,0.9855560590580777,0.16934950384902475,-0.9896513868196702,-0.1434926219911794,0,0,0,0,0,0,0,1,0,0,27.304166666666664,76.54166666666667,22.52916666666667,33.59583333333333,1011.8375,1014.1375,36.625,9.625,83.04166666666667,271.0833333333333,57.083333333333336,288.62916666666666,13.7,0.9420833333333332,7.399999999999999,8.7,29.772916666666667,0.15384374999999997,8.464583333333334,125.3125
45,0.0,20.2,4.99,0,1350,-0.2993631229733736,-0.9541392564000439,-0.7247927872291217,-0.6889669190756847,2021,0.984807753012208,0.17364817766693041,-0.9890158633619168,-0.14780941112961046,0,0,0,0,0,0,0,1,0,0,27.995833333333334,72.625,22.325,34.675000000000004,1010.8375,1013.1375,27.541666666666668,2.833333333333333,75.29166666666667,272.9166666666667,54.79166666666666,293.37916666666666,11.708333333333334,1.11625,6.199999999999999,7.100000000000001,29.975,0.14436458333333332,5.414583333333333,129.54166666666669
46,0.0,24.5,4.87,0,1351,-0.48530196253103863,-0.8743466161446056,-0.7363256976511954,-0.6766272733037595,2021,0.984807753012208,0.17364817766693041,-0.9890158633619168,-0.14780941112961046,0,0,0,0,0,0,0,1,0,0,28.1375,71.83333333333333,22.191666666666663,33.891666666666666,1009.9375,1012.2375,28.08333333333333,2.0,86.41666666666667,252.20833333333331,98.125,200.89583333333331,15.7125,1.1679166666666667,6.600000000000001,6.400000000000002,30.010416666666668,0.13799999999999998,9.270833333333334,133.39583333333331
47,0.0,32.4,5.95,0,1352,-0.6513724827222225,-0.7587581226927906,-0.7476485528478082,-0.6640946027672399,2021,0.9840406976462909,0.17794354547384178,-0.9890158633619168,-0.14780941112961046,0,0,0,0,0,0,0,1,0,0,28.495833333333334,67.75,21.245833333333334,33.8875,1010.425,1012.725,16.375,0.875,46.75,304.4583333333333,43.79166666666666,358.21250000000003,18.754166666666663,1.3970833333333337,6.700000000000003,5.400000000000002,30.239583333333336,0.1315208333333333,11.895833333333332,136.64583333333331
48,0.0,27.7,5.78,0,1353,-0.7907757369376591,-0.6121059825477139,-0.758758122692789,-0.6513724827222245,2021,0.9840406976462909,0.17794354547384178,-0.9890158633619168,-0.14780941112961046,0,0,0,0,0,0,0,1,0,0,28.254166666666663,65.33333333333333,20.308333333333334,33.62916666666667,1010.8625,1013.1625,13.75,0.4166666666666667,37.91666666666666,300.125,47.29166666666666,345.7583333333334,17.083333333333332,1.4945833333333332,6.899999999999999,6.299999999999997,30.305208333333333,0.12540624999999997,10.264583333333334,138.125
49,0.0,29.2,5.91,0,1354,-0.8978045395707347,-0.44039415155764844,-0.7696512379049314,-0.6384645424699845,2021,0.9832549075639546,0.18223552549214744,-0.9890158633619168,-0.14780941112961046,0,0,0,0,0,0,0,1,0,0,28.254166666666663,64.08333333333333,19.98333333333333,33.35,1010.575,1012.875,24.75,0.4166666666666667,42.583333333333336,298.9583333333333,46.458333333333336,345.07916666666665,18.741666666666667,1.5658333333333332,7.299999999999997,8.299999999999997,30.379166666666666,0.12088541666666663,10.39375,128.3125
50,0.0,29.9,4.28,0,1355,-0.9680771188661983,-0.25065253225874357,-0.7803247909520921,-0.6253744643216366,2021,0.9824503977255098,0.18652403600873457,-0.9890158633619168,-0.14780941112961046,0,0,0,0,0,0,0,1,0,0,27.75,73.33333333333333,22.3625,33.675000000000004,1010.3833333333332,1012.6833333333334,49.29166666666666,4.75,75.0,229.41666666666663,75.79166666666667,195.1375,15.408333333333331,1.0479166666666666,5.199999999999999,6.800000000000001,30.112500000000004,0.13901041666666666,6.987500000000001,129.3125
